goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres),13,Central America,4,419,Latin America and the Caribbean,Region,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,22413.39486,22634.62407,22916.54844,23248.40663,23552.23392,23674.42422,23789.69714,23879.59562,23789.68173,23540.471,23593.50929,23618.82754,23618.82754,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres),132,Cabo Verde,5,11,Western Africa,Country,-23.63544151,15.07791834,CPV,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,281.70044,281.76371,281.58692,281.11505,281.1525,281.04639,281.15482,281.4836,281.8576,281.47959,281.11571,280.67318,280.67318,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres),136,Cayman Islands,5,29,Caribbean,Country,-81.16740559,19.32266656,CYM,0,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,3.92066,4.3311,4.52319,4.59583,4.6555,4.69137,4.63549,4.64062,4.74134,4.72536,4.65592,4.66033,4.66033,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres),14,Eastern Africa,4,202,Sub-Saharan Africa,Region,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,168963.4671,168539.9867,168004.7442,167790.8956,167727.0153,167560.5897,167667.0849,167837.1537,167647.6511,167484.5082,167449.001,167370.2738,167370.2738,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres),140,Central African Republic,5,17,Middle Africa,Country,20.93559492,7.003720791,CAF,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,434.42593,434.39902,433.12364,434.65329,435.24191,439.44872,438.14056,436.57486,435.31341,434.32888,433.12925,431.45728,431.45728,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres),142,Asia,2,1,World,Region,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,653626.795,654713.0506,655976.8002,657789.1309,654500.0353,651551.1732,649345.4158,647661.5693,645566.0414,645438.4723,645144.5486,642814.1182,642814.1182,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres),143,Central Asia,3,142,Asia,Region,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,284752.78,284264.6579,283115.9885,281914.3182,278488.2827,275184.3271,272431.6589,269932.554,267226.5157,266119.8469,264893.366,263324.0433,263324.0433,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres),144,Sri Lanka,4,34,Southern Asia,Country,80.70489654,7.614693343,LKA,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,963.18274,964.43699,962.40214,987.12653,986.75848,986.2658,993.0461,998.20866,997.45978,1002.36944,1014.83061,1025.45793,1025.45793,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres),145,Western Asia,3,142,Asia,Region,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,94858.93481,95185.19767,95540.03908,95707.68565,95477.96363,95155.48503,94936.66947,94809.61934,94669.98602,94872.13342,94989.20648,94949.59475,94949.59475,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres),148,Chad,5,17,Middle Africa,Country,18.66618401,15.36279341,TCD,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,1382.97289,1372.70246,1352.57953,1335.00617,1339.46368,1328.45276,1317.13723,1330.91682,1333.35649,1321.90922,1338.54164,1360.09212,1360.09212,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres),15,Northern Africa,3,2,Africa,Region,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,9855.74076,9745.18349,9500.10718,9366.94795,9258.08397,9358.94915,9492.15407,9613.01997,9497.66257,9507.16981,9380.66986,9365.45115,9365.45115,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres),150,Europe,2,1,World,Region,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,689312.8093,689474.3517,690353.3227,691119.3179,692207.5008,692357.8712,692085.0203,691581.229,688561.9379,689680.528,690895.2028,692738.244,692738.244,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres),151,Eastern Europe,3,150,Europe,Region,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,569178.3041,569074.5933,569686.7329,570368.384,571610.6848,571931.121,571752.524,571277.1168,568339.8871,568860.3426,569642.4455,571116.2068,571116.2068,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres),152,Chile,5,5,South America,Country,-71.23029019,-35.2652885,CHL,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,12165.32988,12185.21587,12218.383,12245.08854,12232.44491,12230.71775,12218.58715,12186.2387,12173.86985,12149.57138,12123.94729,12106.64734,12106.64734,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres),154,Northern Europe,3,150,Europe,Region,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,97099.77691,97247.96353,97433.89677,97446.66234,97256.78441,97151.27876,96902.09471,96769.05448,96665.62402,97047.22083,97265.70903,97636.37225,97636.37225,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres),156,China,4,30,Eastern Asia,Country,104.1403375,32.30955217,CHN,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,103092.8373,104093.7934,105587.1394,107023.352,106890.6191,107307.6054,108234.1573,108735.3398,109928.5903,111143.7729,111771.3603,111859.0566,111859.0566,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres),158,Other non-specified areas,4,30,Eastern Asia,Country,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,588.60814,599.5952,623.40617,627.20205,634.60397,633.81002,625.25901,620.84803,623.01757,609.49617,605.74647,594.8488,594.8488,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres),16,American Samoa,4,61,Polynesia,Country,-170.7187269,-14.30587306,ASM,0,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,0.69752,0.68834,0.68589,0.69125,0.68799,0.70045,0.71555,0.70258,0.68461,0.67261,0.67648,0.68015,0.68015,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres),17,Middle Africa,4,202,Sub-Saharan Africa,Region,,,,,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,44593.49105,44568.52848,44551.14209,44634.27586,44644.68073,44769.03656,44807.9786,44847.32841,44813.45676,44608.82525,44452.87517,44367.71259,44367.71259,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres),170,Colombia,5,5,South America,Country,-73.07446751,3.888209046,COL,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,9066.22466,9024.63189,9341.22822,9599.75078,9836.9481,10024.73577,9986.01516,10046.29778,10080.60286,9919.4547,9639.90099,9438.5149,9438.5149,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres),174,Comoros,5,14,Eastern Africa,Country,43.34234565,-11.66121732,COM,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,5.97917,6.05326,6.05588,6.0404,6.02338,5.95985,5.91343,5.9066,5.892,5.84129,5.57877,5.61248,5.61248,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres),175,Mayotte,5,14,Eastern Africa,Country,45.14015057,-12.82217691,MYT,0,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,2.52631,2.66146,2.68917,2.75528,2.79524,2.97667,2.94107,2.96038,2.91986,2.89459,2.84466,2.81644,2.81644,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
6,Goal 6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",C060601,6.6.1,I,"UNEP, Ramsar",Change in the extent of water-related ecosystems over time,2019.Q4.G.01,"['water', 'natural resources']",EN_WBE_PMPN,Water body extent (permanent and maybe permanent) (square kilometres),178,Congo,5,11,Western Africa,Country,15.22052612,-0.840544119,COG,1,1,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",2005,2016,12,KM2,Square kilometers,G,Global,1660.71623,1659.35869,1666.35091,1694.94516,1697.03887,1698.60727,1701.18834,1708.60122,1713.67875,1706.16977,1689.32566,1675.34776,1675.34776,,,,Global Surface Water Explorer extraction for UN Environment,,E: Estimated data
