series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	sex_code	sex_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	70.57					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2014				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	68.03					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2014				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	69.32					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2014				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	71.47					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2015				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	72.82					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2015				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	70.08					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2015				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	70.98					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2016				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	72.06					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2016				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	73.1					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2016				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	71.81					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2017				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	73.15					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2017				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	74.46					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2017				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	85.8					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2015				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	86.23					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2015				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	86.02					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2015				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	87.1					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2016				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	87.33					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2016				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	87.21					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2016				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	192	Cuba	24.13					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2014				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	192	Cuba	31.92					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2015				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	192	Cuba	37.97					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2016				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	95.13					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	96.65					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	98.31					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	99.33					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	96.53					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	97.88					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	92.94					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	96.51					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	94.65					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	99.4					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2017				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	100.19					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2017				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	98.67					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2017				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	203	Czechia	96.3					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2014				4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	203	Czechia	96.83					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2014				4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	203	Czechia	97.38					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2014				4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	203	Czechia	97.18					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2015				4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	203	Czechia	96.86					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2015				4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	203	Czechia	97.01					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2015				4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	208	Denmark	82.47					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2016				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	208	Denmark	83.16					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2016				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	208	Denmark	82.82					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2016				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	91.9					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2015				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	83.95					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2016				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	83.92					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2016				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	83.93					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2016				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	69.06					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2017				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	69.63					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2017				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	69.34					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2017				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	52.99					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2014				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	54.92					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2014				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	53.94					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2014				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	54.41					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2015				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	56.5					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2015				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	55.43					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2015				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	56.12					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2016				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	56.95					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2016				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	55.31					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2016				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	59.08					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2017				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	58.51					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2017				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	57.96					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2017				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	222	El Salvador	79.12					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2014				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	222	El Salvador	77.98					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2014				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	222	El Salvador	80.43					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2014				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	222	El Salvador	81.01					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2015				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	222	El Salvador	78.45					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2015				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	222	El Salvador	79.65					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2015				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	231	Ethiopia	50.0					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2015				5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	231	Ethiopia	58.29					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2016				5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	24	Angola	78.64					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2014				5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	24	Angola	79.8					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2014				5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	24	Angola	77.61					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2014				5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	98.66					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2014				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	98.51					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2014				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	98.37					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2014				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	98.38					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2015				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	99.08					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2015				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	97.7					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2015				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	98.12					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2016				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	98.45					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2016				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	98.78					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2016				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	95.24					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	M	Male	2017				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	98.86					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	_T	Both sexes	2017				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	102.63					ITU World Telecommunication/ICT Indicators database.		C	Country data	PT	Percentage	F	Female	2017				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
