series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	18	Southern Africa	4	202	Sub-Saharan Africa	Region						[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	PT	Percentage	G	Global															75.0	75.0	66.0	71.0	71.0	71.0	71.0			[2014-2015]: Out of 130 local breeds, 75% are of unknown status // [2016]: Out of 131 local breeds, 74% are of unknown status // [2017-2019]: Out of 132 local breeds, 73% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	76.47059	76.47059	76.47059	82.35294	75.0	70.83333	70.83333	70.83333	75.0	70.83333	70.83333	70.83333	70.83333	72.0	72.0	76.0	80.55556	80.55556	80.55556	80.55556	80.55556			[2000-2003]: Out of 18 local breeds, 6% are of unknown status // [2004]: Out of 18 local breeds, 11% are of unknown status // [2005-2012]: Out of 26 local breeds, 8% are of unknown status // [2013-2015]: Out of 27 local breeds, 7% are of unknown status // [2016-2019]: Out of 38 local breeds, 5% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2017]: C: Country data // [2018-2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0			[2000-2003]: Out of 12 local breeds, 83% are of unknown status // [2004]: Out of 13 local breeds, 85% are of unknown status // [2005-2008]: Out of 14 local breeds, 86% are of unknown status // [2009-2019]: Out of 17 local breeds, 88% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2002,2008-2009,2013-2019]: E: Estimated data // [2003-2007,2010-2012]: C: Country data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	81.25	81.25	81.25	94.11765	90.90909	90.90909	95.2381	95.2381	95.83333	95.83333	95.83333	92.0	92.0	83.33333	83.33333	83.87097	83.87097	81.25	84.375	84.375	84.375			[2000-2002]: Out of 16 local breeds, 0% are of unknown status // [2003]: Out of 17 local breeds, 0% are of unknown status // [2004-2005]: Out of 22 local breeds, 0% are of unknown status // [2006-2007]: Out of 22 local breeds, 5% are of unknown status // [2008]: Out of 25 local breeds, 4% are of unknown status // [2009-2010]: Out of 28 local breeds, 14% are of unknown status // [2011-2012]: Out of 28 local breeds, 11% are of unknown status // [2013-2014]: Out of 33 local breeds, 9% are of unknown status // [2015-2016]: Out of 34 local breeds, 9% are of unknown status // [2017-2019]: Out of 35 local breeds, 9% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000,2003-2005,2007-2008,2011-2015,2017-2018]: C: Country data // [2001-2002,2006,2009-2010,2016,2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	86.66667	86.66667	86.66667	86.66667	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	61.76471	94.11765	70.58824	86.84211	95.12195	85.41667	85.41667	85.41667	85.41667			[2000-2003]: Out of 18 local breeds, 17% are of unknown status // [2004]: Out of 19 local breeds, 16% are of unknown status // [2005]: Out of 20 local breeds, 20% are of unknown status // [2006-2008]: Out of 21 local breeds, 14% are of unknown status // [2009-2011]: Out of 22 local breeds, 32% are of unknown status // [2012-2014]: Out of 41 local breeds, 17% are of unknown status // [2015]: Out of 44 local breeds, 14% are of unknown status // [2016]: Out of 47 local breeds, 13% are of unknown status // [2017-2019]: Out of 52 local breeds, 8% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2017]: C: Country data // [2018-2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	[2018, 2019]	2018	2019	2	PT	Percentage	G	Global																			28.57143	28.57143	28.57143			Out of 27 local breeds, 74% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2018]: C: Country data // [2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0			[2000-2008]: Out of 10 local breeds, 90% are of unknown status // [2009-2019]: Out of 11 local breeds, 91% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2003,2005-2006,2008-2016,2018-2019]: E: Estimated data // [2004,2007,2017]: C: Country data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	234	Faroe Islands	4	154	Northern Europe	Country	-7.122044325	62.21228119	FRO	0	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2016, 2017, 2018, 2019]	2000	2019	13	PT	Percentage	G	Global	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0								100.0	50.0	50.0	50.0	50.0			[2000-2008]: Out of 1 local breeds, 0% are of unknown status // [2016]: Out of 2 local breeds, 50% are of unknown status // [2017-2019]: Out of 2 local breeds, 0% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2008,2018-2019]: E: Estimated data // [2016-2017]: C: Country data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	0.0	50.0	50.0	50.0	66.66667	66.66667	66.66667	66.66667	66.66667	66.66667	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0	80.0			[2000]: Out of 10 local breeds, 90% are of unknown status // [2001-2003]: Out of 11 local breeds, 82% are of unknown status // [2004-2008]: Out of 13 local breeds, 77% are of unknown status // [2009]: Out of 35 local breeds, 91% are of unknown status // [2010-2019]: Out of 37 local breeds, 86% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2001,2004,2008-2011]: C: Country data // [2002-2003,2005-2007,2012-2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	18	PT	Percentage	G	Global	63.93443	67.21311	67.21311	67.21311	67.21311	66.10169	66.10169	66.10169	66.10169	65.51724	65.51724	64.91228			77.02703	79.7619	79.7619	79.7619	80.23256	80.23256	80.23256			[2000-2004]: Out of 138 local breeds, 56% are of unknown status // [2005-2008]: Out of 138 local breeds, 57% are of unknown status // [2009-2011]: Out of 230 local breeds, 75% are of unknown status // [2014]: Out of 243 local breeds, 70% are of unknown status // [2015-2017]: Out of 253 local breeds, 67% are of unknown status // [2018-2019]: Out of 255 local breeds, 66% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2001,2004,2014-2015,2017-2018]: C: Country data // [2002-2003,2005-2011,2016,2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	81.05263	81.25	80.96886	81.63265	81.0585	82.82051	82.90816	82.6972	85.07463	84.80392	85.02415	85.30806	85.74713	87.01595	87.33032	87.80488	89.93435	90.19608	90.19608	90.19608	90.19608			[2000]: Out of 303 local breeds, 6% are of unknown status // [2001]: Out of 305 local breeds, 6% are of unknown status // [2002]: Out of 306 local breeds, 6% are of unknown status // [2003]: Out of 312 local breeds, 6% are of unknown status // [2004]: Out of 377 local breeds, 5% are of unknown status // [2005]: Out of 408 local breeds, 4% are of unknown status // [2006-2007]: Out of 410 local breeds, 4% are of unknown status // [2008]: Out of 420 local breeds, 4% are of unknown status // [2009]: Out of 434 local breeds, 6% are of unknown status // [2010]: Out of 440 local breeds, 6% are of unknown status // [2011]: Out of 448 local breeds, 6% are of unknown status // [2012]: Out of 462 local breeds, 6% are of unknown status // [2013]: Out of 465 local breeds, 6% are of unknown status // [2014]: Out of 468 local breeds, 6% are of unknown status // [2015]: Out of 477 local breeds, 5% are of unknown status // [2016]: Out of 483 local breeds, 5% are of unknown status // [2017-2019]: Out of 485 local breeds, 5% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2017]: C: Country data // [2018-2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	83.33333	69.56522	69.56522	69.56522	69.56522	73.91304	70.83333	66.66667	70.37037	70.37037	69.23077	72.41379	68.96552	71.42857	71.42857	66.66667	66.66667	76.66667	76.66667	76.66667	76.66667			[2000]: Out of 20 local breeds, 40% are of unknown status // [2001-2005]: Out of 27 local breeds, 15% are of unknown status // [2006]: Out of 28 local breeds, 14% are of unknown status // [2007-2008]: Out of 31 local breeds, 13% are of unknown status // [2009]: Out of 32 local breeds, 16% are of unknown status // [2010]: Out of 32 local breeds, 19% are of unknown status // [2011-2012]: Out of 34 local breeds, 15% are of unknown status // [2013-2014]: Out of 34 local breeds, 18% are of unknown status // [2015-2019]: Out of 35 local breeds, 14% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2013,2015-2017]: C: Country data // [2014,2018-2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10	PT	Percentage	G	Global											0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	20.0	20.0	20.0			[2010-2014]: Out of 21 local breeds, 95% are of unknown status // [2015-2016]: Out of 23 local breeds, 87% are of unknown status // [2017]: Out of 24 local breeds, 83% are of unknown status // [2018-2019]: Out of 26 local breeds, 81% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2010,2015,2017]: C: Country data // [2011-2014,2016,2018-2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	77.27273	81.81818	77.27273	79.16667	84.61538	77.41935	78.78788	81.08108	84.61538	82.05128	84.61538	82.5	87.80488	85.36585	85.36585	85.36585	85.36585	85.36585	85.36585	85.36585	85.36585			[2000]: Out of 34 local breeds, 35% are of unknown status // [2001-2002]: Out of 35 local breeds, 37% are of unknown status // [2003]: Out of 37 local breeds, 35% are of unknown status // [2004]: Out of 39 local breeds, 33% are of unknown status // [2005]: Out of 44 local breeds, 30% are of unknown status // [2006]: Out of 46 local breeds, 28% are of unknown status // [2007]: Out of 50 local breeds, 26% are of unknown status // [2008]: Out of 52 local breeds, 25% are of unknown status // [2009-2010]: Out of 91 local breeds, 57% are of unknown status // [2011]: Out of 92 local breeds, 57% are of unknown status // [2012-2019]: Out of 93 local breeds, 56% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2013]: C: Country data // [2014-2019]: E: Estimated data
ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0			Out of 6 local breeds, 17% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2017]: C: Country data // [2018-2019]: E: Estimated data
