series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	135	Caucasus and Central Asia	1			Group						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	304.648	301.174	317.075	335.457	346.838	356.62	377.142	398.982	445.247	395.388	416.54	449.676	459.569	464.726	452.044	440.74	443.41	443.41				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	32.886	33.755	32.917	30.773	32.739	34.478	35.583	35.932	35.215	36.889	40.811	46.104	50.1	53.942	57.685	62.702	64.855	64.855				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	142	Asia	2	1	World	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	7932.963	8184.783	8600.078	9302.986	10213.371	11063.961	11838.38	12689.749	13053.0	13639.245	14635.739	15701.111	16287.383	16817.619	17011.782	17066.127	17168.908	17168.908				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	143	Central Asia	3	142	Asia	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	269.288	268.5	285.833	301.329	312.763	319.406	339.069	362.036	406.495	361.305	383.965	412.6	418.626	423.335	408.311	396.852	398.32	398.32				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	10.523	10.403	10.978	11.949	12.314	13.393	11.78	12.937	12.123	11.566	12.409	14.673	16.068	13.741	16.88	19.49	20.899	20.899				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	145	Western Asia	3	142	Asia	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	865.144	883.564	919.604	951.21	991.804	1049.704	1117.484	1177.318	1252.335	1295.136	1370.203	1427.448	1507.314	1522.165	1588.686	1627.448	1657.222	1657.222				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	15	Northern Africa	3	2	Africa	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	250.685	268.936	280.442	290.025	307.997	333.696	347.741	362.875	379.642	393.078	404.731	406.9	434.912	441.615	456.589	468.477	475.068	475.068				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	150	Europe	2	1	World	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	5752.542	5832.627	5808.893	5974.791	5955.624	5910.842	5987.072	5932.066	5860.86	5413.534	5633.272	5575.648	5475.829	5345.504	5089.37	5067.985	5039.492	5039.492				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	151	Eastern Europe	3	150	Europe	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	2457.533	2468.862	2448.884	2531.13	2501.871	2480.681	2561.01	2562.0	2559.112	2353.123	2483.822	2570.424	2490.102	2417.722	2342.369	2281.915	2274.194	2274.194				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	48.624	46.674	47.427	48.617	53.349	54.435	55.677	63.075	66.533	64.213	68.605	75.317	77.236	81.862	75.47	81.154	85.29	85.29				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	154	Northern Europe	3	150	Europe	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	784.406	810.511	798.526	830.452	820.721	802.063	821.575	806.156	775.478	712.276	750.77	688.788	695.196	681.872	632.345	610.951	596.496	596.496				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	155	Western Europe	3	150	Europe	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	1564.24	1599.632	1573.808	1597.117	1585.249	1562.926	1556.84	1508.218	1516.3	1428.106	1495.804	1412.664	1425.405	1446.946	1353.12	1379.259	1382.471	1382.471				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	3099.685	3255.951	3511.728	4068.095	4741.831	5406.473	5960.358	6471.236	6667.084	7128.371	7791.614	8565.987	8814.485	9190.74	9125.139	9102.685	9056.8	9056.8				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	17	Middle Africa	4	202	Sub-Saharan Africa	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	10.237	10.564	11.059	13.127	13.956	12.941	15.577	18.347	21.18	24.058	26.536	28.419	28.617	32.829	35.877	34.412	33.646	33.646				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	54.176	54.643	52.522	51.851	51.983	53.585	53.659	54.769	55.631	59.044	60.224	65.41	65.231	75.36	78.593	78.347	85.873	85.873				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	0.498	0.635	0.504	0.752	0.781	0.844	1.022	1.097	1.372	1.569	1.833	2.094	2.229	2.537	2.64	2.703	2.65	2.65				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	18	Southern Africa	4	202	Sub-Saharan Africa	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	286.464	322.789	332.981	354.425	381.616	379.085	380.572	398.423	430.625	407.368	413.225	400.135	420.026	430.246	445.102	420.992	425.383	425.383				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	0.853	0.713	0.771	0.938	1.013	1.282	1.393	1.543	1.716	1.737	1.869	2.345	2.271	3.476	4.657	2.735	1.979	1.979				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	4.499	4.913	5.024	5.324	5.313	5.438	5.971	6.677	6.679	6.363	6.615	6.767	6.841	7.232	7.266	6.933	7.48	7.48				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	19	Americas	2	1	World	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	7435.21	7405.96	7256.122	7365.141	7497.507	7566.559	7488.895	7650.71	7522.37	7068.718	7410.513	7231.842	7069.347	7235.164	7260.978	7122.389	7003.386	7003.386				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	16.783	17.754	18.855	20.181	19.605	19.916	19.976	21.222	20.166	19.065	18.248	17.951	16.419	15.902	15.117	15.513	15.858	15.858				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	27.344	26.466	25.241	24.503	24.224	25.051	25.442	26.313	25.469	26.297	29.509	27.812	28.089	26.648	26.208	26.845	23.278	23.278				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	6.305	6.189	6.343	7.018	6.907	7.048	7.114	7.425	7.579	7.502	7.261	7.001	6.516	5.63	5.777	5.901	6.269	6.269				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	199	Least Developed Countries (LDC)	1			Group						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	88.28	96.09	100.664	110.895	118.854	124.616	132.78	140.837	150.195	162.861	175.212	185.904	204.842	223.872	227.96	242.217	269.03	269.03				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2	Africa	2	1	World	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	658.252	721.153	745.939	779.965	829.122	857.35	873.506	909.515	968.385	957.09	995.373	999.776	1058.115	1104.449	1150.168	1141.015	1157.609	1157.609				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	202	Sub-Saharan Africa	3	2	Africa	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	407.567	452.217	465.497	489.94	521.125	523.655	525.765	546.64	588.743	564.012	590.641	592.876	623.204	662.834	693.579	672.538	682.54	682.54				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	121.23	121.092	117.125	121.281	121.811	118.37	118.85	121.582	116.364	109.643	112.569	109.466	105.899	101.631	98.529	99.65	101.399	101.399				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	1.425	1.735	2.02	2.277	2.434	2.678	3.246	3.786	3.836	4.194	4.573	4.438	4.214	4.449	4.784	5.297	5.695	5.695				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	50.797	52.374	52.089	57.489	51.848	48.495	56.404	51.64	48.66	46.925	47.254	42.056	36.858	38.628	34.441	31.956	33.456	33.456				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	21	Northern America	3	19	Americas	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	6246.134	6210.748	6059.923	6145.012	6214.959	6243.257	6133.167	6248.61	6054.491	5635.179	5881.587	5665.451	5437.273	5580.974	5590.577	5461.387	5373.847	5373.847				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	17.601	17.811	19.592	17.507	16.151	17.399	18.456	18.826	18.773	18.009	19.022	19.242	19.951	19.599	19.449	21.469	22.37	22.37				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	18.138	19.291	19.809	19.595	22.214	23.927	25.424	26.096	26.159	28.776	32.056	32.136	33.507	35.17	37.955	36.756	35.018	35.018				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	5.175	5.512	5.535	5.911	5.931	6.253	6.524	6.923	6.143	6.036	5.826	6.013	6.017	5.731	5.946	6.465	6.759	6.759				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	3.201	4.039	4.21	4.571	4.804	4.492	4.805	5.538	6.267	6.385	5.985	6.886	7.287	8.514	10.132	10.2	10.929	10.929				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	232	Eritrea	5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	0.615	0.675	0.658	0.667	0.661	0.578	0.502	0.492	0.426	0.447	0.48	0.514	0.549	0.562	0.587	0.612	0.631	0.631				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	TONNES_M	Millions of tonnes	G	Global	14.448	14.908	14.505	16.49	16.544	16.743	15.465	19.248	17.679	14.694	18.564	17.627	16.364	18.775	17.393	15.112	16.37	16.37				IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data
