goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	508	Mozambique	5	14	Eastern Africa	Country	38.18479941	-14.27963886	MOZ	1	1			[2014, 2015, 2016, 2017, 2018]	2014	2018	5	PT	Percentage	G	Global															72.0	78.0	80.0	80.0	85.0	85.0				[2014-2015]: Instituto Nacional das ComunicaĂ§Ĺes de MoĂ§ambique // [2016-2018]: ARECOM		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1			[2001, 2003, 2004, 2005, 2006, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	15	PT	Percentage	G	Global		38.0		83.4	84.0	85.17	87.8			95.0	98.9	98.0	99.8	100.0	100.0	100.0	100.0	100.0	100.0	100.0				[2001,2003-2005]: Ministry of Transport and Communications. // [2006]: GSMA. // [2009-2010]: Ministry of Transport and Communications // [2011-2015]: Ministry of Transport and Communication of Armenia // [2016-2018]: Ministry of Transport, Communication and Information Technologies of Armenia		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	512	Oman	4	145	Western Asia	Country	57.87743482	21.98805614	OMN	1	1			[2001, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	16	PT	Percentage	G	Global		90.6			85.0	91.8	96.0	96.0	96.4	96.5	97.6	97.6	97.6	98.0	99.0	99.0	99.01	99.1	99.3	99.3				[2001,2004-2006]: ITU // [2007-2008]: Telecommunications Regulatory Authority // [2009-2018]: Telecommunication Regulatory Authority		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	513	Europe and Northern America	2	1	World	Region								[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global		96.38442	96.87175	97.1295	98.24991	98.66955	98.50824	98.55105	98.71878	98.80776	99.50275	99.53696	99.5889	99.66405	99.67621	98.28648	98.41979	98.57347	98.58729	98.58729				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	514	Developed Regions	1			Group								[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global		96.7	97.12	97.34	98.3	98.7	98.63	98.68	98.84	98.93	99.52602	99.55462	99.59832	99.66905	99.67893	98.46713	98.58823	98.72333	98.73485	98.73485				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	515	Developing Regions	1			Group								[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global		45.49	46.62	48.31	51.94	56.01	75.04	78.97	80.88	84.7	85.21253	90.92944	91.52696	94.56532	94.84395	94.17247	94.68681	95.63822	95.90269	95.90269				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1			[2001, 2004, 2005, 2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	15	PT	Percentage	G	Global		85.0			88.0	88.0	90.0	95.0		78.0	92.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0				[2001,2004-2007]: ITU // [2009-2015]: Communications Regulatory Authority of Namibia // [2016-2018]: CRAN		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	52	Barbados	5	29	Caribbean	Country	-59.5346489	13.13648273	BRB	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	16	PT	Percentage	G	Global	95.0	95.0	95.0	95.0	95.0	99.9	99.9	99.9				99.0	100.0	100.0	100.0	100.0	100.0	99.6	99.6	99.6				[2000-2007]: ITU // [2011]: Division of Energy & Telecommunications // [2012-2014]: Division of Energy & Telecommunications         // [2015]: ITU estimate. // [2016-2018]: Ministry Of Innovation Science & Smart Technology		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	520	Nauru	4	57	Micronesia	Country	166.92313	-0.528742623	NRU	1	1			[2010, 2011, 2012, 2015, 2016, 2017]	2010	2017	6	PT	Percentage	G	Global											98.0	98.0	98.0			98.0	98.0	98.0		98.0				[2010-2011]: Ministry for Transport and Telecommunications // [2012]: Ministry for Telecommunications // [2015]: ITU estimate // [2016]: ITU Estimate2. // [2017]: ITU estimate.		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	524	Nepal	4	34	Southern Asia	Country	83.94678863	28.25866332	NPL	1	1			[2006, 2010, 2013, 2014, 2015, 2016, 2017]	2006	2017	7	PT	Percentage	G	Global							10.0				35.13			80.62	80.0	82.0	91.97	92.47		92.47			[2014-2015]: Estimate // [2017]: From NTA	[2006]: ITU // [2010,2013-2015,2017]: Nepal Telecommunications Authority // [2016]: ITU estimate.		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018]	2000	2018	17	PT	Percentage	G	Global	99.5	99.5	99.5	99.5	99.5	99.9	98.0	98.0	98.0		100.0	100.0	100.0		100.0	100.0	100.0	100.0	100.0	100.0				[2000-2006]: ITU // [2007-2008]: OPTA // [2010-2011]: Independent Post and Telecommunication Authority // [2012,2014-2018]: Authority for Consumers and Markets		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	53	Australia and New Zealand	3	9	Oceania	Region								[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global		96.167	96.16734	96.33543	96.33576	98.0	98.08329	98.50097	98.50294	98.67201	98.67049	98.67216	98.67351	98.67764	98.67565	98.83835	99.09057	99.17523	99.17598	99.17598				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	531	Curaçao	5	29	Caribbean	Country	-68.95033464	12.15058042	CUW	0	1			[2014, 2015, 2016, 2017, 2018]	2014	2018	5	PT	Percentage	G	Global															100.0	100.0	100.0	100.0	100.0	100.0				[2014-2015]: Bureau Telecommunicatie & Post Curacao // [2016-2018]: Bureau Telecommunicatie en Post		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	533	Aruba	5	29	Caribbean	Country	-69.97050586	12.50878756	ABW	0	1			[2005, 2006, 2007, 2008, 2015]	2005	2015	5	PT	Percentage	G	Global						90.0	99.0	99.0	99.0							99.0				99.0				[2005-2008]: ITU // [2015]: ITU estimate		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	540	New Caledonia	4	54	Melanesia	Country	165.5067368	-21.41742531	NCL	0	1			[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2015]	2002	2015	9	PT	Percentage	G	Global			75.0	75.0	75.0	75.0	75.0	75.0	83.0	89.0						97.4				97.4				[2002-2006]: ITU estimate. // [2007-2009]: Office des Postes et TĂŠlĂŠcommunications de Nouvelle-CalĂŠdonie // [2015]: Office des Postes et TĂŠlĂŠcommunications		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	543	Oceania (exc. Australia and New Zealand)	3	9	Oceania	Region								[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2015, 2016, 2017, 2018]	2001	2018	15	PT	Percentage	G	Global		46.34747	49.31149	51.32475	52.48557	62.54451	70.55779	70.90547	72.24617	77.807	78.26508	78.75998				89.27412	90.09665	90.27952	90.50731	90.50731				Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	548	Vanuatu	4	54	Melanesia	Country	167.0679779	-15.34445547	VUT	1	1			[2002, 2003, 2004, 2005, 2006, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2002	2018	15	PT	Percentage	G	Global			20.0	20.0	20.0	20.0	50.0			85.0	87.0	90.0	92.0	93.0	93.0	93.0	95.0	98.0	98.0	98.0			[2009-2010]: Office of the Vanuatu Telecom Regulator // [2015]: Estimated larger but not yet confirmed as audit incomplete. // [2017]: Based on Universal Access policy report // [2018]: Based on Universal Access policy report. Quality of Service is progress and we are expecting a change in our coverage figure	[2002-2006]: ITU // [2009-2011]: Office of the Vanuatu Telecom Regulator // [2012]: Telecommunications & Radiocommunications Regulator // [2013,2015]: Office of theTelecommunications & Radiocommunications Regulator // [2014]: ITU estimate. // [2016-2018]: TRBR		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018]	2000	2018	18	PT	Percentage	G	Global	97.0	97.0	97.0	98.0	98.0	98.0	98.0	97.0	97.0	97.0	97.0	97.0	97.0		97.0	98.0	98.0	98.0	98.0	98.0			[2015-2016]: As per Vodafone NZ // [2018]: As reported by operators	[2000-2006]: ITU // [2007-2010]: Ministry of Economic Development // [2011-2012,2014-2018]: Ministry of Business, Innovation and Employment		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	558	Nicaragua	5	13	Central America	Country	-85.03060315	12.84210839	NIC	1	1			[2004, 2005, 2009, 2015, 2016, 2017, 2018]	2004	2018	7	PT	Percentage	G	Global					60.0	70.0				100.0						89.0	90.0	91.0	91.0	91.0			[2016]: Estimate. // [2017-2018]: Estimate by TELCOR.	[2004-2005]: ITU // [2009,2016-2018]: TELCOR // [2015]: ITU estimate.		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	56	Belgium	4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	99.0	99.0	99.0	99.0	99.0	99.0	99.9	99.9	99.9	99.9	99.9	99.9	99.9	99.9	99.9	100.0	100.0	100.0	100.0	100.0				[2000-2006]: ITU // [2007-2009]: IBPT // [2010-2018]: Belgian Institute for Postal Services and Telecommunications		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	562	Niger	5	11	Western Africa	Country	9.400167877	17.42143036	NER	1	1			[2002, 2003, 2004, 2005, 2006, 2011, 2015, 2016, 2017]	2002	2017	9	PT	Percentage	G	Global			13.0	14.0	14.0	15.0	45.0					75.0				80.0	89.0	92.0		92.0			[2016]: DonnĂŠes fournies par ARTP	[2002-2006]: ITU // [2011]: Institut National de la Statistique // [2015]: ITU estimate // [2016-2017]: MPT-EN		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	566	Nigeria	5	11	Western Africa	Country	8.097363256	9.585789025	NGA	1	1			[2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2002	2018	16	PT	Percentage	G	Global			38.0	45.0	55.0	58.0	60.0		83.0	90.0	90.0	68.49	80.85	91.15	99.39	92.1	92.7	92.7	94.33	94.33			[2002]: MTN.	[2002-2006,2008]: Nigerian Communications Commission (NCC). // [2009-2014]: Nigerian Communications Commission // [2015]: ITU estimate. // [2016-2018]: NIGERIAN COMMUNICATIONS COMMISSION		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	57	Micronesia	3	9	Oceania	Region								[2000, 2015, 2016, 2017]	2000	2017	4	PT	Percentage	G	Global	0.0															80.0	80.0	80.0		80.0				[2000]: ITU // [2015-2017]: Department of Transportation, Communications and Infrastructure		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	578	Norway	4	154	Northern Europe	Country	11.47846389	61.34311134	NOR	1	1			[2000, 2001, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	10	PT	Percentage	G	Global	96.0	97.0										100.0	100.0	100.0	100.0	100.0	99.2	99.8	99.9	99.9			[2016]: LTE (4G) // [2017]: As per Q4 2017. LTE. // [2018]: As per Q4 2018. LTE	[2000-2001]: ITU // [2011-2013]: Norwegian Post and Telecommunications Authority (NPT) // [2014-2015]: Norwegian Communications Authority // [2016-2018]: Norwegian Communication Authority		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	584	Marshall Islands	4	57	Micronesia	Country	171.0839119	7.110213497	MHL	1	1			[2015, 2016, 2017]	2015	2017	3	PT	Percentage	G	Global																65.0	65.0	65.0		65.0				ITU estimate.		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	585	Palau	4	57	Micronesia	Country	134.5733878	7.502307591	PLW	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2005	2015	11	PT	Percentage	G	Global						30.0	95.0	95.0	95.0	95.0	95.0	98.0	98.0	98.0	98.0	98.0				98.0				[2005-2009]: Palau National Communications Corporation // [2010-2015]: Palau National Communications Corporation (PNCC)		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	586	Pakistan	4	34	Southern Asia	Country	68.80479684	29.36491634	PAK	1	1			[2001, 2005, 2006, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	10	PT	Percentage	G	Global		27.1				35.8	36.0						75.0	78.0	81.5	86.0	87.0	88.0	88.7	88.7			[2014]: Figures are as on 31st December, 2014 based on data received from Cellular Mobile Operators. // [2015]: Figure is based on highest coverage reported by an operator plus additional areas covered by the other operators // [2016]: Figure reports the highest coverage as on 31st December 2016 // [2017]: Figure reports the highest coverage as on 31st December 2017 // [2018]: Figure reports the highest coverage as on 31st December 2018	[2001,2005-2006]: ITU // [2012-2018]: Pakistan Telecommunication Authority		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	591	Panama	5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	73.8	77.0	78.6	78.6	86.8	75.2	77.3	81.2	83.15	88.3	90.7	95.7	96.0	96.0	96.0	96.0	96.0	96.0	96.0	96.0			[2011-2012]: Refers to main operator.	[2000-2006]: ITU // [2007,2016-2018]: Autoridad Nacional de los Servicios PĂşblicos // [2008-2015]: Autoridad Nacional de los Servicios PĂşblicos (ASEP)		_X: Data nature not available
9	Goal 9	Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation	9.c	Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020	C090c01	9.c.1	Proportion of population covered by a mobile network, by technology	2020.Q2.G.03	['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	598	Papua New Guinea	4	54	Melanesia	Country	145.8587761	-6.756057077	PNG	1	1			[2015, 2016, 2017]	2015	2017	3	PT	Percentage	G	Global																89.0	89.0	89.0		89.0				[2015]: ITU estimate // [2016-2017]: ITU estimate.		_X: Data nature not available
