goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2010	value_2015	value_2016	value_2017	value_2018	value_2019	value_2020	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.2	By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally	C150201	15.2.1	Progress towards sustainable forest management	2020.Q2.G.03	['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']	AG_LND_FRSTBIOPHA	Above-ground biomass stock in forest (tonnes per hectare)	13	Central America	4	419	Latin America and the Caribbean	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	T_PER_HA	Tonnes per hectare	G	Global	69.13	72.86	72.79	72.78	72.76	72.75	72.74	72.73	72.73			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.2	By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally	C150201	15.2.1	Progress towards sustainable forest management	2020.Q2.G.03	['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']	AG_LND_FRSTBIOPHA	Above-ground biomass stock in forest (tonnes per hectare)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	T_PER_HA	Tonnes per hectare	G	Global	95.0	95.0	95.0	95.0	95.0	95.0	95.0	95.0	95.0			Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.2	By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally	C150201	15.2.1	Progress towards sustainable forest management	2020.Q2.G.03	['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']	AG_LND_FRSTBIOPHA	Above-ground biomass stock in forest (tonnes per hectare)	135	Caucasus and Central Asia	1			Group								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	T_PER_HA	Tonnes per hectare	G	Global	54.13	57.56	57.72	57.65	57.58	57.92	57.83	57.75	57.75			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.2	By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally	C150201	15.2.1	Progress towards sustainable forest management	2020.Q2.G.03	['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']	AG_LND_FRSTBIOPHA	Above-ground biomass stock in forest (tonnes per hectare)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	T_PER_HA	Tonnes per hectare	G	Global	82.73	82.43	82.55	82.63	81.78	81.85	81.89	81.94	81.94			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.2	By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally	C150201	15.2.1	Progress towards sustainable forest management	2020.Q2.G.03	['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']	AG_LND_FRSTBIOPHA	Above-ground biomass stock in forest (tonnes per hectare)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	T_PER_HA	Tonnes per hectare	G	Global	217.09	217.09	217.09	217.09	217.09	217.09	217.09	217.09	217.09			Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.2	By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally	C150201	15.2.1	Progress towards sustainable forest management	2020.Q2.G.03	['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']	AG_LND_FRSTBIOPHA	Above-ground biomass stock in forest (tonnes per hectare)	142	Asia	2	1	World	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	T_PER_HA	Tonnes per hectare	G	Global	99.58	98.35	99.81	100.12	100.14	100.18	100.22	100.26	100.26			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.2	By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally	C150201	15.2.1	Progress towards sustainable forest management	2020.Q2.G.03	['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']	AG_LND_FRSTBIOPHA	Above-ground biomass stock in forest (tonnes per hectare)	143	Central Asia	3	142	Asia	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	T_PER_HA	Tonnes per hectare	G	Global	38.27	42.13	42.89	42.89	42.86	43.38	43.36	43.34	43.34			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.2	By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally	C150201	15.2.1	Progress towards sustainable forest management	2020.Q2.G.03	['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']	AG_LND_FRSTBIOPHA	Above-ground biomass stock in forest (tonnes per hectare)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	T_PER_HA	Tonnes per hectare	G	Global	79.23	79.3	79.17	79.17	79.16	79.16	79.16	79.16	79.16			Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.2	By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally	C150201	15.2.1	Progress towards sustainable forest management	2020.Q2.G.03	['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']	AG_LND_FRSTBIOPHA	Above-ground biomass stock in forest (tonnes per hectare)	145	Western Asia	3	142	Asia	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	T_PER_HA	Tonnes per hectare	G	Global	45.65	49.58	52.57	54.44	54.41	54.37	54.33	54.29	54.29			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.2	By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally	C150201	15.2.1	Progress towards sustainable forest management	2020.Q2.G.03	['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']	AG_LND_FRSTBIOPHA	Above-ground biomass stock in forest (tonnes per hectare)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	T_PER_HA	Tonnes per hectare	G	Global	91.4	91.34	91.29	91.27	91.28	91.27	91.25	91.23	91.23			Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.2	By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally	C150201	15.2.1	Progress towards sustainable forest management	2020.Q2.G.03	['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']	AG_LND_FRSTBIOPHA	Above-ground biomass stock in forest (tonnes per hectare)	15	Northern Africa	3	2	Africa	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	T_PER_HA	Tonnes per hectare	G	Global	50.79	50.87	50.4	50.69	50.61	50.56	50.54	50.5	50.5			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.2	By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally	C150201	15.2.1	Progress towards sustainable forest management	2020.Q2.G.03	['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']	AG_LND_FRSTBIOPHA	Above-ground biomass stock in forest (tonnes per hectare)	150	Europe	2	1	World	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	T_PER_HA	Tonnes per hectare	G	Global	74.19	79.15	82.25	82.74	83.13	83.5	83.88	84.27	84.27			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.2	By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally	C150201	15.2.1	Progress towards sustainable forest management	2020.Q2.G.03	['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']	AG_LND_FRSTBIOPHA	Above-ground biomass stock in forest (tonnes per hectare)	151	Eastern Europe	3	150	Europe	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	T_PER_HA	Tonnes per hectare	G	Global	72.49	77.06	79.99	80.44	80.81	81.16	81.53	81.89	81.89			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.2	By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally	C150201	15.2.1	Progress towards sustainable forest management	2020.Q2.G.03	['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']	AG_LND_FRSTBIOPHA	Above-ground biomass stock in forest (tonnes per hectare)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	T_PER_HA	Tonnes per hectare	G	Global	221.86	219.75	219.42	219.47	219.42	219.37	219.32	219.27	219.27			Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.2	By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally	C150201	15.2.1	Progress towards sustainable forest management	2020.Q2.G.03	['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']	AG_LND_FRSTBIOPHA	Above-ground biomass stock in forest (tonnes per hectare)	154	Northern Europe	3	150	Europe	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	T_PER_HA	Tonnes per hectare	G	Global	64.09	69.63	73.83	74.19	74.55	74.89	75.24	75.58	75.58			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.2	By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally	C150201	15.2.1	Progress towards sustainable forest management	2020.Q2.G.03	['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']	AG_LND_FRSTBIOPHA	Above-ground biomass stock in forest (tonnes per hectare)	155	Western Europe	3	150	Europe	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	T_PER_HA	Tonnes per hectare	G	Global	136.2	146.15	152.04	153.26	154.44	155.58	156.71	157.9	157.9			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.2	By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally	C150201	15.2.1	Progress towards sustainable forest management	2020.Q2.G.03	['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']	AG_LND_FRSTBIOPHA	Above-ground biomass stock in forest (tonnes per hectare)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	T_PER_HA	Tonnes per hectare	G	Global	54.54	55.72	60.75	61.76	62.52	63.26	64.0	64.72	64.72			Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.2	By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally	C150201	15.2.1	Progress towards sustainable forest management	2020.Q2.G.03	['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']	AG_LND_FRSTBIOPHA	Above-ground biomass stock in forest (tonnes per hectare)	16	American Samoa	4	61	Polynesia	Country	-170.7187269	-14.30587306	ASM	0	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	T_PER_HA	Tonnes per hectare	G	Global	125.13	137.85	143.91	145.33	146.75	148.18	149.35	150.79	150.79			Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.2	By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally	C150201	15.2.1	Progress towards sustainable forest management	2020.Q2.G.03	['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']	AG_LND_FRSTBIOPHA	Above-ground biomass stock in forest (tonnes per hectare)	17	Middle Africa	4	202	Sub-Saharan Africa	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	T_PER_HA	Tonnes per hectare	G	Global	178.01	179.49	180.0	180.1	180.21	180.31	180.42	180.52	180.52			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.2	By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally	C150201	15.2.1	Progress towards sustainable forest management	2020.Q2.G.03	['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']	AG_LND_FRSTBIOPHA	Above-ground biomass stock in forest (tonnes per hectare)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	T_PER_HA	Tonnes per hectare	G	Global	184.13	184.13	184.13	184.13	184.13	184.13	184.13	184.13	184.13			Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.2	By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally	C150201	15.2.1	Progress towards sustainable forest management	2020.Q2.G.03	['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']	AG_LND_FRSTBIOPHA	Above-ground biomass stock in forest (tonnes per hectare)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	T_PER_HA	Tonnes per hectare	G	Global	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0	66.0			Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
15	Goal 15	Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss	15.2	By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally	C150201	15.2.1	Progress towards sustainable forest management	2020.Q2.G.03	['terrestrial ecosystems', 'forest ecosystems', 'natural resources', 'forests']	AG_LND_FRSTBIOPHA	Above-ground biomass stock in forest (tonnes per hectare)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	T_PER_HA	Tonnes per hectare	G	Global	198.8	198.8	198.8	198.8	198.8	198.8	198.8	198.8	198.8			Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
