series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	Y0T17	under 18 years old	M	Male	[2015]	2015	2015	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	Y0T17	under 18 years old	F	Female	[2016]	2016	2016	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2009]	2009	2009	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	_T	All age ranges or no breaks by age	M	Male	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	15
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	_T	All age ranges or no breaks by age	F	Female	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	15
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	Y_GE18	18 years old and over	F	Female	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	15
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	Y_GE18	18 years old and over	M	Male	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	15
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	Y0T17	under 18 years old	F	Female	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	15
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	Y0T17	under 18 years old	M	Male	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	15
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	15
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2010, 2011, 2014, 2015, 2016, 2017]	2010	2017	6
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	Y0T17	under 18 years old	M	Male	[2010, 2011, 2015, 2016, 2017]	2010	2017	5
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	Y0T17	under 18 years old	F	Female	[2010, 2011, 2015, 2016, 2017]	2010	2017	5
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	_T	All age ranges or no breaks by age	M	Male	[2010, 2011, 2015, 2016, 2017]	2010	2017	5
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	_T	All age ranges or no breaks by age	F	Female	[2010, 2011, 2015, 2016, 2017]	2010	2017	5
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	Y_GE18	18 years old and over	M	Male	[2010, 2011, 2015, 2016, 2017]	2010	2017	5
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	Y_GE18	18 years old and over	F	Female	[2010, 2011, 2015, 2016, 2017]	2010	2017	5
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2008]	2008	2008	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2008]	2008	2008	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2013, 2014, 2015, 2016, 2017]	2007	2017	8
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	_T	All age ranges or no breaks by age	F	Female	[2013, 2014, 2015, 2016, 2017]	2013	2017	5
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	_T	All age ranges or no breaks by age	M	Male	[2013, 2014, 2015, 2016, 2017]	2013	2017	5
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Y_GE18	18 years old and over	M	Male	[2016, 2017]	2016	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Y0T17	under 18 years old	M	Male	[2016, 2017]	2016	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Y0T17	under 18 years old	F	Female	[2016, 2017]	2016	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Y_GE18	18 years old and over	F	Female	[2016, 2017]	2016	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2012, 2014, 2017]	2012	2017	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	_T	All age ranges or no breaks by age	F	Female	[2012, 2014, 2017]	2012	2017	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	_T	All age ranges or no breaks by age	M	Male	[2012, 2014, 2017]	2012	2017	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	Y0T17	under 18 years old	M	Male	[2017]	2017	2017	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	Y_GE18	18 years old and over	M	Male	[2017]	2017	2017	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2004, 2008, 2009, 2010, 2011, 2014, 2015, 2017]	2004	2017	8
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	_T	All age ranges or no breaks by age	F	Female	[2010, 2011, 2015, 2017]	2010	2017	4
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	_T	All age ranges or no breaks by age	M	Male	[2011, 2017]	2011	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	Y0T17	under 18 years old	F	Female	[2014, 2017]	2014	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	Y0T17	under 18 years old	M	Male	[2014, 2017]	2014	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	Y_GE18	18 years old and over	M	Male	[2014, 2017]	2014	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	Y_GE18	18 years old and over	F	Female	[2014, 2015, 2017]	2014	2017	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2008, 2014, 2015, 2016, 2017]	2008	2017	5
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	Y_GE18	18 years old and over	M	Male	[2014, 2015, 2016, 2017]	2014	2017	4
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	Y_GE18	18 years old and over	F	Female	[2014, 2015, 2016, 2017]	2014	2017	4
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	Y0T17	under 18 years old	F	Female	[2014, 2015, 2016, 2017]	2014	2017	4
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	_T	All age ranges or no breaks by age	F	Female	[2014, 2015, 2016, 2017]	2014	2017	4
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	Y0T17	under 18 years old	M	Male	[2014, 2015, 2017]	2014	2017	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	_T	All age ranges or no breaks by age	M	Male	[2015, 2016, 2017]	2015	2017	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	_T	All age ranges or no breaks by age	M	Male	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	15
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	15
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	Y0T17	under 18 years old	F	Female	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	15
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	Y_GE18	18 years old and over	F	Female	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	15
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	Y_GE18	18 years old and over	M	Male	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	15
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	Y0T17	under 18 years old	M	Male	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	15
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	_T	All age ranges or no breaks by age	F	Female	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	15
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2008, 2009, 2011, 2012, 2016]	2008	2016	5
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	_T	All age ranges or no breaks by age	F	Female	[2011, 2012, 2016]	2011	2016	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	_T	All age ranges or no breaks by age	M	Male	[2011, 2012]	2011	2012	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	8
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	_T	All age ranges or no breaks by age	M	Male	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	8
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	_T	All age ranges or no breaks by age	F	Female	[2011, 2012, 2013, 2014, 2015, 2016, 2017]	2011	2017	7
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2011, 2013, 2016]	2011	2016	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	_T	All age ranges or no breaks by age	M	Male	[2013]	2013	2013	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	_T	All age ranges or no breaks by age	F	Female	[2013]	2013	2013	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2010, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	7
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	_T	All age ranges or no breaks by age	M	Male	[2010, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	7
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	_T	All age ranges or no breaks by age	F	Female	[2010, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	7
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	Y_GE18	18 years old and over	F	Female	[2014, 2016]	2014	2016	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	Y0T17	under 18 years old	M	Male	[2015, 2016, 2017]	2015	2017	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	Y0T17	under 18 years old	F	Female	[2015, 2016]	2015	2016	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2006, 2007, 2009]	2006	2009	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2012, 2017]	2012	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	_T	All age ranges or no breaks by age	F	Female	[2012, 2017]	2012	2017	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	_T	All age ranges or no breaks by age	M	Male	[2012]	2012	2012	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2008, 2009, 2011, 2013, 2014, 2015, 2016, 2017]	2007	2017	9
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	_T	All age ranges or no breaks by age	M	Male	[2011, 2013, 2014, 2015, 2016, 2017]	2011	2017	6
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	_T	All age ranges or no breaks by age	F	Female	[2011, 2013, 2014, 2015, 2016, 2017]	2011	2017	6
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	Y0T17	under 18 years old	F	Female	[2014, 2015, 2016, 2017]	2014	2017	4
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	Y0T17	under 18 years old	M	Male	[2014, 2015, 2016, 2017]	2014	2017	4
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	Y_GE18	18 years old and over	M	Male	[2014, 2015, 2016, 2017]	2014	2017	4
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	Y_GE18	18 years old and over	F	Female	[2014, 2015, 2016, 2017]	2014	2017	4
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2008, 2016]	2008	2016	2
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	_T	All age ranges or no breaks by age	M	Male	[2016]	2016	2016	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	_T	All age ranges or no breaks by age	F	Female	[2016]	2016	2016	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	_T	All age ranges or no breaks by age	F	Female	[2015]	2015	2015	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	Y0T17	under 18 years old	M	Male	[2015]	2015	2015	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2015]	2015	2015	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	_T	All age ranges or no breaks by age	M	Male	[2015]	2015	2015	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	_T	All age ranges or no breaks by age	F	Female	[2015]	2015	2015	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2015]	2015	2015	1
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2007, 2015, 2016, 2017]	2007	2017	4
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	Y_GE18	18 years old and over	F	Female	[2015, 2016, 2017]	2015	2017	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	Y_GE18	18 years old and over	M	Male	[2015, 2016, 2017]	2015	2017	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	_T	All age ranges or no breaks by age	F	Female	[2015, 2016, 2017]	2015	2017	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	_T	All age ranges or no breaks by age	M	Male	[2015, 2016, 2017]	2015	2017	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	Y0T17	under 18 years old	M	Male	[2015, 2016, 2017]	2015	2017	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	Y0T17	under 18 years old	F	Female	[2015, 2016, 2017]	2015	2017	3
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	_T	All age ranges or no breaks by age	_T	Both sexes	[2006, 2007, 2008, 2009, 2012, 2013, 2014, 2015]	2006	2015	8
VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	Y_GE18	18 years old and over	F	Female	[2006, 2012, 2013, 2014, 2015]	2006	2015	5
