series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Location	Sex	Age	Reporting Type
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2004.0	14.75417	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	FEMALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2004.0	8.45833	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2004.0	6.02083	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2004.0	8.125	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2004.0	8.51667	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2004.0	10.65833	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2004.0	9.34583	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2004.0	7.525	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	FEMALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2007.0	8.03333	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	FEMALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2007.0	14.92083	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	FEMALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2007.0	16.50417	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	FEMALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2007.0	17.25	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	FEMALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2007.0	16.14583	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	FEMALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2007.0	14.1375	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	FEMALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2007.0	8.875	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2007.0	6.49167	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2007.0	8.825	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2007.0	9.35833	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2007.0	9.47083	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2007.0	10.075	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	13.90833	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	FEMALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	7.89583	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	FEMALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	14.92917	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	FEMALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	16.1625	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	FEMALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	15.3	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	FEMALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	13.41667	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	FEMALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	7.9625	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	5.23333	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	8.19583	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	8.525	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	8.76667	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	RURAL	MALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	6.21667	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	RURAL	MALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	8.61667	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	RURAL	MALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	14.72917	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	RURAL	FEMALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	9.26667	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	12.6625	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	FEMALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	7.09167	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	FEMALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	13.2875	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	FEMALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	13.91667	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	FEMALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	14.10833	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	FEMALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	12.91667	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	FEMALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	8.05	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	MALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	8.05	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	9.025	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	RURAL	MALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	9.32917	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	RURAL	MALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	9.4	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	RURAL	MALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	5.32917	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	MALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	7.675	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	MALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	8.18333	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	MALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	9.71667	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	MALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	15.31667	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	RURAL	FEMALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	8.20417	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	RURAL	FEMALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	17	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	RURAL	FEMALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	17.375	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	RURAL	FEMALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	16.8875	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	RURAL	FEMALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2010.0	8.275	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	MALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	13.35833	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	FEMALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	13.82083	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	FEMALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	12.29167	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	FEMALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	13.525	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	FEMALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	7.70417	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	FEMALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	14.67083	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	FEMALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	15.29167	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	FEMALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	14.49583	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	FEMALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	13.27083	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	FEMALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	8.46667	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	5.54167	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	8.5625	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	8.84167	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	9.25417	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	9.56667	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	ALLAREA	MALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	12.42083	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	FEMALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	7.12917	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	FEMALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	13.32083	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	FEMALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	8.5	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	MALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	6.2875	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	MALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	8.60833	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	MALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	8.4375	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	MALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	9.52917	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	MALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	9.11667	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	URBAN	MALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	14.79583	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	RURAL	FEMALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	6.8625	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	RURAL	FEMALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	16.7375	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	RURAL	FEMALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	15.8625	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	RURAL	FEMALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	14.84167	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	RURAL	FEMALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	9.05833	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	RURAL	MALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	4.92083	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	RURAL	MALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	9.5	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	RURAL	MALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	10.075	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	RURAL	MALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	756	Switzerland	2013.0	9.8625	Float						Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module		['']	C	PERCENT	RURAL	MALE	55-64	G
