series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2010	value_2015	value_2016	value_2017	value_2018	value_2019	value_2020	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
AG_LND_FRST	Forest area as a proportion of total land area (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	32.6339109991644	31.1469565627708	30.3534430289169	30.1693391326889	29.9986097912507	29.8336868336032	29.6530585488431	29.4777698005446	29.4777698005446			Aggregate, may include official, semi-official, estimated or calculated data	FAO, Global Forest Resources Assessment and FAOSTAT		_X: Data nature not available
AG_LND_FRST	Forest area as a proportion of total land area (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	36.7636200199043	36.282063629651	36.0412854345244	35.9931297954991	35.9449741564737	35.8968185174484	35.8486628784231	35.8005072393977	35.8005072393977			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	142	Asia	2	1	World	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	18.9361727097382	19.6953458898296	19.8612563171004	19.9358218952977	19.9511220027253	19.9919308304479	20.0327845549007	20.0733828403879	20.0733828403879			Aggregate, may include official, semi-official, estimated or calculated data	FAO, Global Forest Resources Assessment and FAOSTAT		_X: Data nature not available
AG_LND_FRST	Forest area as a proportion of total land area (%)	143	Central Asia	3	142	Asia	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	3.01513819473102	3.10739692583592	3.22457756736515	3.24255786347125	3.25771730834874	3.27639486246758	3.29532659809151	3.31425863939964	3.31425863939964			Aggregate, may include official, semi-official, estimated or calculated data	FAO, Global Forest Resources Assessment and FAOSTAT		_X: Data nature not available
AG_LND_FRST	Forest area as a proportion of total land area (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	34.546643278584	33.5452081007814	33.9470578855047	33.896667198214	33.8462765109233	33.7958858236326	33.7454951363419	33.6951044490512	33.6951044490512			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	145	Western Asia	3	142	Asia	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	5.82014014538712	6.0535171229568	6.18616557696926	6.18297259212626	6.21055002922391	6.2455478037831	6.28056538090511	6.31560485770012	6.31560485770012			Aggregate, may include official, semi-official, estimated or calculated data	FAO, Global Forest Resources Assessment and FAOSTAT		_X: Data nature not available
AG_LND_FRST	Forest area as a proportion of total land area (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	5.0452668360864	4.39167725540025	3.88341804320203	3.78732528589581	3.69361499364676	3.60149301143583	3.51175349428208	3.42519059720457	3.42519059720457			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	15	Northern Africa	3	2	Africa	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	3.87814798300838	3.72363860204593	3.61779494355	3.5989740582186	3.57709131696384	3.55508788014364	3.53587568708428	3.51679181246818	3.51679181246818			Aggregate, may include official, semi-official, estimated or calculated data	FAO, Global Forest Resources Assessment and FAOSTAT		_X: Data nature not available
AG_LND_FRST	Forest area as a proportion of total land area (%)	150	Europe	2	1	World	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	45.2791155209791	45.80832117178	45.8907269078911	45.9144988444467	45.9351197552551	45.9453007231033	45.9554324890684	45.9654833888406	45.9654833888406			Aggregate, may include official, semi-official, estimated or calculated data	FAO, Global Forest Resources Assessment and FAOSTAT		_X: Data nature not available
AG_LND_FRST	Forest area as a proportion of total land area (%)	151	Eastern Europe	3	150	Europe	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	47.2315602068835	47.632332502616	47.6612201962369	47.6792701578215	47.6925618204952	47.6951630977578	47.6977034422055	47.7002432327185	47.7002432327185			Aggregate, may include official, semi-official, estimated or calculated data	FAO, Global Forest Resources Assessment and FAOSTAT		_X: Data nature not available
AG_LND_FRST	Forest area as a proportion of total land area (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	21.2728705691214	22.4943378361658	23.6655315440358	23.8308640381315	23.9961965322273	24.161529026323	24.3268615204188	24.4921536665537	24.4921536665537			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	154	Northern Europe	3	150	Europe	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	43.7292678555163	43.9047157309545	44.1434729335437	44.1593810694945	44.1882648848614	44.2048899741133	44.221497433366	44.2369354360046	44.2369354360046			Aggregate, may include official, semi-official, estimated or calculated data	FAO, Global Forest Resources Assessment and FAOSTAT		_X: Data nature not available
AG_LND_FRST	Forest area as a proportion of total land area (%)	155	Western Europe	3	150	Europe	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	30.226733022504	31.4139486771391	31.8314175174691	31.9156281775106	31.9998388375522	32.0840402811485	32.1682509411901	32.2524523847864	32.2524523847864			Aggregate, may include official, semi-official, estimated or calculated data	FAO, Global Forest Resources Assessment and FAOSTAT		_X: Data nature not available
AG_LND_FRST	Forest area as a proportion of total land area (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	18.7804942021824	21.2855953187016	22.3130941846073	22.542875151461	22.7423088438643	22.9417390348303	23.1411692257964	23.3405994167624	23.3405994167624			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	16	American Samoa	4	61	Polynesia	Country	-170.7187269	-14.30587306	ASM	0	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	88.65	87.15	86.4	86.25	86.1	85.95	85.8	85.65	85.65			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	17	Middle Africa	4	202	Sub-Saharan Africa	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	49.4134114843877	47.2038628128838	45.7390708069486	45.4471880089028	45.1557715928716	44.8641981769543	44.5730849861932	44.2825905596892	44.2825905596892			Aggregate, may include official, semi-official, estimated or calculated data	FAO, Global Forest Resources Assessment and FAOSTAT		_X: Data nature not available
AG_LND_FRST	Forest area as a proportion of total land area (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	56.5439387111311	54.806480396575	54.1997836863452	54.0419017575484	53.8438666065795	53.6642451554754	53.4846327174403	53.3050112663362	53.3050112663362			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	22.3965609887157	20.0429876410532	18.8662009672219	18.6297689414293	18.3933369156368	18.1622783449758	17.9258463191832	17.6894142933907	17.6894142933907			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	175	Mayotte	5	14	Eastern Africa	Country	45.14015057	-12.82217691	MYT	0	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	41.8983957219251	38.5294117647059	37.807486631016	37.6641711229947	37.5401069518717	37.4064171122995	37.2727272727273	37.1390374331551	37.1390374331551			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	64.9926793557833	64.6412884333821	64.4655929721816	64.4304538799414	64.3953147877013	64.3513909224012	64.307467057101	64.2635431918009	64.2635431918009			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	18	Southern Africa	4	202	Sub-Saharan Africa	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	16.5866267773808	15.7396922287573	15.3162257089717	15.231533914067	15.1468383465313	15.0621427789955	14.9774472114597	14.892751643924	14.892751643924			Aggregate, may include official, semi-official, estimated or calculated data	FAO, Global Forest Resources Assessment and FAOSTAT		_X: Data nature not available
AG_LND_FRST	Forest area as a proportion of total land area (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	63.4741183476324	60.5055027458592	58.0764076663505	57.5905868860413	57.1047705167508	56.6189497364416	56.1331289561324	55.6473125868419	55.6473125868419			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	64.875	64.9583333333333	64.9583333333333	64.9583333333333	64.9583333333333	64.9583333333333	64.9583333333333	64.9583333333333	64.9583333333333			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	55.9580885233059	56.231884057971	57.8345084214649	58.1551116333725	58.4757148452801	58.7961222091657	59.1167254210732	59.4373286329808	59.4373286329808			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	19	Americas	2	1	World	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	43.1782031632181	41.8725468732	41.5295173822274	41.4518246954579	41.3538353086723	41.2930257827895	41.2274516497136	41.1649770782214	41.1649770782214			Aggregate, may include official, semi-official, estimated or calculated data	FAO, Global Forest Resources Assessment and FAOSTAT		_X: Data nature not available
AG_LND_FRST	Forest area as a proportion of total land area (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	33.6847748391708	34.3102215868478	34.3459614010007	34.3838491779843	34.5176626161544	34.5623659756969	34.6070407433881	34.6517155110793	34.6517155110793			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	23.4089598154201	28.186887137089	30.6094981734282	31.157469717362	31.1670832532205	31.1670832532205	31.1670832532205	31.1670832532205	31.1670832532205			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	18.5725108225108	18.7056277056277	18.6915584415584	18.6807359307359	18.6785714285714	18.6764069264069	18.6742424242424	18.6720779220779	18.6720779220779			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	199	Least Developed Countries (LDC)	1			Group								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	29.878510956917	28.3597120344976	27.3909781820261	27.1967752884882	27.0066269463367	26.8184769082208	26.626761628791	26.4370051690254	26.4370051690254			Aggregate, may include official, semi-official, estimated or calculated data	FAO, Global Forest Resources Assessment and FAOSTAT		_X: Data nature not available
AG_LND_FRST	Forest area as a proportion of total land area (%)	2	Africa	2	1	World	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	23.8436017406099	22.7007498120904	22.0448255523845	21.9104732216237	21.778422527396	21.6464467939404	21.511780746991	21.3784813481341	21.3784813481341			Aggregate, may include official, semi-official, estimated or calculated data	FAO, Global Forest Resources Assessment and FAOSTAT		_X: Data nature not available
AG_LND_FRST	Forest area as a proportion of total land area (%)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	34.0425531914894	34.0425531914894	34.0425531914894	34.0425531914894	34.0425531914894	34.0425531914894	34.0425531914894	34.0425531914894	34.0425531914894			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	202	Sub-Saharan Africa	3	2	Africa	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	31.0166060612589	29.518671526054	28.6651193748366	28.4892599705428	28.3176291489478	28.1461435817317	27.9699983376229	27.7956646372763	27.7956646372763			Aggregate, may include official, semi-official, estimated or calculated data	FAO, Global Forest Resources Assessment and FAOSTAT		_X: Data nature not available
AG_LND_FRST	Forest area as a proportion of total land area (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	34.1573630358762	34.4175624919052	34.5601606009584	34.579070068644	34.6025126278979	34.6259551871519	34.6493977464059	34.6728403056599	34.6728403056599			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	36.6721355090458	32.2379389854558	30.0208407236609	29.5774210713019	29.1340014189429	28.6905817665839	28.2471621142249	27.8037424618659	27.8037424618659			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	13.6127649440343	13.9673731840914	14.8768754465349	14.876399142653	14.8987854251012	14.9216480114313	14.9440342938795	14.9664205763277	14.9664205763277			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	21	Northern America	3	19	Americas	Region								[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	34.9213271266306	35.1735303616878	35.2361730299238	35.2340450696517	35.2159764404935	35.2139921671332	35.2120078937729	35.2100241565578	35.2100241565578			Aggregate, may include official, semi-official, estimated or calculated data	FAO, Global Forest Resources Assessment and FAOSTAT		_X: Data nature not available
AG_LND_FRST	Forest area as a proportion of total land area (%)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	63.8266666666667	63.8266666666667	63.8266666666667	63.8266666666667	63.8266666666667	63.8266666666667	63.8266666666667	63.8266666666667	63.8266666666667			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	40.8294348996067	42.9128544814738	43.5448147381494	43.7122748913268	43.8797350445042	44.0471951976816	44.214655350859	44.3821155040364	44.3821155040364			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	55.2846674182638	52.456877113867	51.6153164760831	51.3565388951522	51.0977613142213	50.8389837332904	50.5802061523595	50.3214285714286	50.3214285714286			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	32.523166023166	30.3513513513514	29.265444015444	29.0482625482625	28.8310810810811	28.6138996138996	28.3967181467181	28.1795366795367	28.1795366795367			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	226	Equatorial Guinea	5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	93.2470588235294	90.2677361853833	88.7778966131907	88.4798573975045	88.1818181818182	87.8837789661319	87.5857397504456	87.2877005347594	87.2877005347594			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	18.5285	17.7985	17.4335	17.3605	17.2875	17.2145	17.1415	17.0685	17.0685			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	232	Eritrea	5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	11.0738613861386	10.7609900990099	10.6045544554455	10.5732673267327	10.5419801980198	10.5106930693069	10.4794059405941	10.4481188118812	10.4481188118812			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
AG_LND_FRST	Forest area as a proportion of total land area (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1			[2000, 2010, 2015, 2016, 2017, 2018, 2019, 2020]	2000	2020	8	PT	Percentage	G	Global	51.5042558086036	53.738670347366	55.6938118242466	55.6993328732459	56.0938578329883	56.0938578329883	56.0938578329883	56.0938578329883	56.0938578329883			Official country data submitted to FAO	FAO, Global Forest Resources Assessment and FAOSTAT		C: Country data
