goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",192,Cuba,5,29,Caribbean,Country,-79.54460144,22.10030366,CUB,1,1,"[2014, 2015, 2016, 2017]",2014,2017,4,KG,Kilograms,G,Global,,,,,0.0229947901765195,0.058279293269969,0.0723416133309008,0.0599686663718207,,,0.0599686663718207,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",196,Cyprus,4,145,Western Asia,Country,33.22285964,35.05659437,CYP,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,2.34492192731191,2.42257322616521,2.21488820717398,1.99586315180274,1.98907052608832,2.5521388267052,2.09880626121079,2.10499569122265,2.10706832556661,2.11019611304767,2.11019611304767,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",202,Sub-Saharan Africa,3,2,Africa,Region,,,,,,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,0.003793,0.008873,0.009594,0.009769,0.010047,0.037984,0.0555,0.046497,0.07487,0.075261,0.075261,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",203,Czechia,4,151,Eastern Europe,Country,15.33151382,49.73913871,CZE,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,5.02908267383311,5.2465752180095,5.07357223147019,5.12113082578813,5.53152910215969,7.0073829941168,8.61796191458449,8.58234426886414,8.7346731599554,8.85254127184106,8.85254127184106,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",208,Denmark,4,154,Northern Europe,Country,9.326571283,56.03829721,DNK,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,14.929478731105,15.1028662112348,13.5806871934654,12.7843307523458,12.6332072725552,12.7414108156615,12.4679891570218,12.1714285614599,12.1455097472571,12.1039628888488,12.1039628888488,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",218,Ecuador,5,5,South America,Country,-78.37005241,-1.447785891,ECU,1,1,"[2013, 2014, 2015, 2016, 2017, 2018, 2019]",2013,2019,7,KG,Kilograms,G,Global,,,,0.0019626326908218,0.0017518489412376,0.00139558162455,0.0002507774489004,0.0002957875900875,0.0002834113940125,0.0002857717290033,0.0002857717290033,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",222,El Salvador,5,13,Central America,Country,-88.86862995,13.73603564,SLV,1,1,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2012,2019,8,KG,Kilograms,G,Global,,,0.0897734854651918,0.0951335724303376,0.0999499433212118,0.104491624587102,0.108600043548463,0.111789057006407,0.114685687786766,0.117720479581005,0.117720479581005,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",233,Estonia,4,154,Northern Europe,Country,25.84093481,58.68487172,EST,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,4.22639991051743,4.98229646584584,4.13025454913718,3.5312811773161,3.90496500346052,4.29321919214189,9.81536748380373,9.60065606125259,9.77174306398077,9.94903784335069,9.94903784335069,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",246,Finland,4,154,Northern Europe,Country,23.308447,61.91586738,FIN,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,9.47988215701563,9.7418644328164,9.78287347068729,10.6488638319215,12.087354730738,11.4107898958024,10.9529160665687,11.8672809601674,12.0144436121852,12.1806404154327,12.1806404154327,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",250,France,4,155,Western Europe,Country,2.457288129,46.62660861,FRA,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,6.90143462415871,7.43713101289105,7.40284346112681,7.50770958451327,8.14401135316554,9.57905980578712,11.1640003903037,11.4482453818531,11.5619686207888,11.6410300315841,11.6410300315841,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",254,French Guiana,5,5,South America,Country,-53.23619089,3.922673437,GUF,0,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,KG,Kilograms,G,Global,0.85838383491562,1.13263110205006,1.27222808176733,1.24473497183285,1.13823691027553,1.30264206461104,1.38150427146185,1.92594907499936,,,1.92594907499936,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",276,Germany,4,155,Western Europe,Country,10.3806066,51.08862743,DEU,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,9.6135572319453,8.78417506343312,8.53017875954107,8.96832304451553,8.87617821748384,8.82617497208708,9.51670667983717,10.1248863863324,10.0573215094222,9.98877785742086,9.98877785742086,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",28,Antigua and Barbuda,5,29,Caribbean,Country,-61.7999755,17.07761471,ATG,1,1,"[2014, 2015, 2016, 2017, 2018, 2019]",2014,2019,6,KG,Kilograms,G,Global,,,,,11.8839264492988,11.7557790341024,12.0789206834532,12.3859398585276,12.6669557861282,12.9481813211141,12.9481813211141,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",300,Greece,4,39,Southern Europe,Country,22.58307827,39.47301873,GRC,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,4.27337788538195,3.91169180301104,3.45372312465895,3.56296228639613,4.2442806869343,4.59748678602483,5.06020480287527,5.282299957169,5.305206979994,5.32304299365672,5.32304299365672,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",312,Guadeloupe,5,29,Caribbean,Country,-61.64762115,16.14416917,GLP,0,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,KG,Kilograms,G,Global,6.37816353217278,7.27240455277177,7.31865317001528,7.42255961631076,8.57203373992349,8.61939739169539,10.1560936561937,10.7085936464012,,,10.7085936464012,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",32,Argentina,5,5,South America,Country,-65.14563274,-35.19446255,ARG,1,1,"[2013, 2014, 2015, 2016, 2017, 2018, 2019]",2013,2019,7,KG,Kilograms,G,Global,,,,0.251208442954615,0.260772118295468,0.269173437117821,0.277347579191439,0.285165033033668,0.291857688811043,0.297713194140106,0.297713194140106,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",340,Honduras,5,13,Central America,Country,-86.59974381,14.82243161,HND,1,1,"[2014, 2015, 2016, 2017, 2018, 2019]",2014,2019,6,KG,Kilograms,G,Global,,,,,0.0223324477401182,0.0219469007903518,0.0227301615158313,0.0234375645348359,0.0241290448012485,0.0248060030073522,0.0248060030073522,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",344,"China, Hong Kong Special Administrative Region",4,30,Eastern Asia,Country,114.0266445,22.41749934,HKG,0,1,"[2013, 2014, 2015, 2016, 2017, 2018, 2019]",2013,2019,7,KG,Kilograms,G,Global,,,,7.87159426586803,8.03995564614919,8.17617371268991,8.26561070904409,8.33047686515021,8.37370641049154,8.42642029021173,8.42642029021173,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",348,Hungary,4,151,Eastern Europe,Country,19.41221519,47.1651448,HUN,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,4.08174160755405,3.74435777033817,4.48746665141986,5.06186595115703,5.28047399533564,5.33037428697806,6.00996414425554,6.49518562621186,6.72511146750214,6.97542811161545,6.97542811161545,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",352,Iceland,4,154,Northern Europe,Country,-19.02116966,64.79134763,ISL,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,4.96032365409468,5.96653177564603,7.6034418164733,7.54598189453351,10.4536933339825,11.7037158162168,11.8148514940895,15.7687764470162,15.8912423614246,16.0317148305347,16.0317148305347,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",356,India,4,34,Southern Asia,Country,79.3608464,22.34642074,IND,1,1,"[2016, 2017, 2018, 2019]",2016,2019,4,KG,Kilograms,G,Global,,,,,,,0.0223627789392701,0.0251489317541976,0.0281699512309272,0.031461742448259,0.031461742448259,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",36,Australia,4,53,Australia and New Zealand,Country,134.3499412,-25.57717202,AUS,1,1,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2012,2019,8,KG,Kilograms,G,Global,,,1.79008416495477,2.15910522942421,1.82230987014728,2.25863630680607,2.28829092508627,2.30397192370563,2.31543279535634,2.333366735851,2.333366735851,,,,Environment Live / UNU,,E: Estimated data
