goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",662,Saint Lucia,5,29,Caribbean,Country,-60.96529553,13.89405601,LCA,1,1,"[2015, 2016, 2017, 2018, 2019]",2015,2019,5,KG,Kilograms,G,Global,,,,,,0.167475199714175,0.169483085964405,0.170999121328507,0.171938402331079,0.173643956344539,0.173643956344539,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",688,Serbia,4,39,Southern Europe,Country,20.805876,44.03145697,SRB,1,1,"[2015, 2016, 2017, 2018, 2019]",2015,2019,5,KG,Kilograms,G,Global,,,,,,1.46449550326655,1.51916814707719,1.56889363566258,1.61823227003952,1.66535781958699,1.66535781958699,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",70,Bosnia and Herzegovina,4,39,Southern Europe,Country,17.78584332,44.16845548,BIH,1,1,"[2014, 2015, 2016, 2017, 2018, 2019]",2014,2019,6,KG,Kilograms,G,Global,,,,,0.318407021497909,0.337387641782932,0.353658566094836,0.369362624696631,0.382439398976331,0.396865579742853,0.396865579742853,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",703,Slovakia,4,151,Eastern Europe,Country,19.48495604,48.70741446,SVK,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,4.05529455934384,4.36333827084533,4.18678555849846,4.16546701683838,4.18435167416433,4.29684668558142,5.19147276893186,5.47550130756733,5.60205718485748,5.73964336362097,5.73964336362097,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",705,Slovenia,4,39,Southern Europe,Country,14.82209486,46.11958061,SVN,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,4.24501892982847,4.55520899653776,4.58250600390897,4.1388770405987,4.68781439118389,5.08256328822097,5.82006118006657,5.90521689033156,5.9926604371086,6.0847568460167,6.0847568460167,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",710,South Africa,5,18,Southern Africa,Country,24.67184355,-29.99957544,ZAF,1,1,"[2015, 2016, 2017, 2018, 2019]",2015,2019,5,KG,Kilograms,G,Global,,,,,,0.320169029314776,0.324915737447051,0.329752896289618,0.333997758862219,0.337447612426781,0.337447612426781,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",716,Zimbabwe,5,14,Eastern Africa,Country,29.86909584,-19.00075492,ZWE,1,1,"[2017, 2018, 2019]",2017,2019,3,KG,Kilograms,G,Global,,,,,,,,0.0021072448553197,0.002024376105181,0.0020484145510357,0.0020484145510357,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",724,Spain,4,39,Southern Europe,Country,-3.554078296,40.39211472,ESP,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,3.36875333881045,3.26790861367163,3.35707035107938,4.46414930452344,3.95096601865234,4.94361502470039,5.36051588481406,6.15703867898388,6.19200235635583,6.22785503745208,6.22785503745208,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",747,Northern Africa and Western Asia,2,1,World,Region,,,,,,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,0.005996,0.006271,0.005651,0.005026,0.004962,0.270999,0.278909,0.286125,0.296366,0.303542,0.303542,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",752,Sweden,4,154,Northern Europe,Country,14.3775338,60.60103109,SWE,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,17.1928967747823,18.6527413709416,17.6689964818564,18.3579440915881,14.9459298810984,14.7420124774845,16.5958672440421,14.2735485838062,14.368388189293,14.4683203374599,14.4683203374599,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",753,Eastern and South-Eastern Asia,2,1,World,Region,,,,,,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,0.270871,0.243943,0.214162,0.549531,0.525378,0.539673,0.607335,0.630723,0.645876,0.665362,0.665362,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",756,Switzerland,4,155,Western Europe,Country,8.223158,46.96617097,CHE,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,15.0345628463936,14.9867433718123,16.1213665424326,15.7728395402766,15.4277301629063,15.9218491522308,15.728083160748,14.5225813722822,14.5818851798826,14.6616957170115,14.6616957170115,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",76,Brazil,5,5,South America,Country,-53.08432878,-10.77668561,BRA,1,1,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2012,2019,8,KG,Kilograms,G,Global,,,0.0007025033989623,0.0007451771649705,0.0007861860451738,0.0008240737489816,0.0008594415820068,0.0008909102548635,0.0009183446530499,0.0009434092195207,0.0009434092195207,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",792,Turkey,4,145,Western Asia,Country,35.42890329,38.9899684,TUR,1,1,"[2015, 2016, 2017, 2018, 2019]",2015,2019,5,KG,Kilograms,G,Global,,,,,,1.59176027458654,1.65017762497427,1.70857602774066,1.76269904375863,1.81596324681236,1.81596324681236,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",8,Albania,4,39,Southern Europe,Country,20.06660928,41.13897007,ALB,1,1,"[2013, 2014, 2015, 2016, 2017, 2018, 2019]",2013,2019,7,KG,Kilograms,G,Global,,,,3.2374952992436,4.24264416721017,4.88907893516884,5.10376168044436,5.30301099172759,5.47706700719976,5.63970879960623,5.63970879960623,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",800,Uganda,5,14,Eastern Africa,Country,32.39100438,1.279557331,UGA,1,1,"[2018, 2019]",2018,2019,2,KG,Kilograms,G,Global,,,,,,,,,0.0042125925061911,0.0043746256769913,0.0043746256769913,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",804,Ukraine,4,151,Eastern Europe,Country,31.40270802,49.00735945,UKR,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,1.22073495407044,0.879003328594898,0.6930112891539,0.923002430631951,0.667235183555069,0.830334852452835,1.02653083479455,0.899124764980025,0.88986572205885,0.909222271044932,0.909222271044932,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",826,United Kingdom of Great Britain and Northern Ireland,4,154,Northern Europe,Country,-2.23830539,53.27691757,GBR,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,7.55369529129156,8.07835790996715,7.8048610390033,7.57863299151337,7.97974132908023,10.0683039754434,14.6508464877885,13.0514477974383,13.2046922781107,13.3762400279928,13.3762400279928,,,,Environment Live / UNU,,E: Estimated data
12,Goal 12,Ensure sustainable consumption and production patterns,12.4,"By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",C120402,12.4.2,III,"UNSD, UNEP","Hazardous waste generated per capita and proportion of hazardous waste treated, by type of treatment",2020.Q1.G.01,"['electronic waste,recycling']",EN_EWT_RCYPCAP,"Electronic waste recycling, per capita (Kg)",840,United States of America,4,21,Northern America,Country,-99.13830311,39.5277871,USA,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2010,2019,10,KG,Kilograms,G,Global,2.10024567081683,2.7279958562449,3.18426833880239,4.01389960969693,4.39321230874409,3.83322884096947,3.31252949234785,3.13764326040779,3.16284094648919,3.19047600803643,3.19047600803643,,,,Environment Live / UNU,,E: Estimated data
