series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	sex_code	sex_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SH_DYN_MORTN	Under-five deaths (number)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	Y0T4	under 5 years old	_T	Both sexes	2018	19066.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	Y0T4	under 5 years old	F	Female	2018	8883.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	Y0T4	under 5 years old	F	Female	2018	1124.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	Y0T4	under 5 years old	M	Male	2018	1397.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	Y0T4	under 5 years old	_T	Both sexes	2018	2521.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	Y0T4	under 5 years old	M	Male	2018	40164.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	Y0T4	under 5 years old	_T	Both sexes	2018	74907.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	Y0T4	under 5 years old	F	Female	2018	34743.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	Y0T4	under 5 years old	_T	Both sexes	2018	1682.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	Y0T4	under 5 years old	F	Female	2018	754.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	Y0T4	under 5 years old	M	Male	2018	928.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	Y0T4	under 5 years old	F	Female	2018	64148.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	Y0T4	under 5 years old	_T	Both sexes	2018	146139.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	Y0T4	under 5 years old	M	Male	2018	81991.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Y0T4	under 5 years old	F	Female	2018	4528.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Y0T4	under 5 years old	_T	Both sexes	2018	10469.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	Y0T4	under 5 years old	M	Male	2018	5941.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	Y0T4	under 5 years old	_T	Both sexes	2018	1762.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	Y0T4	under 5 years old	M	Male	2018	973.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	Y0T4	under 5 years old	F	Female	2018	789.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	Y0T4	under 5 years old	_T	Both sexes	2018	8512.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	Y0T4	under 5 years old	F	Female	2018	3833.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	Y0T4	under 5 years old	M	Male	2018	4679.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	Y0T4	under 5 years old	M	Male	2018	161709.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	Y0T4	under 5 years old	F	Female	2018	134618.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	Y0T4	under 5 years old	_T	Both sexes	2018	296327.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1	Y0T4	under 5 years old	_T	Both sexes	2018	2.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1	Y0T4	under 5 years old	M	Male	2018	1.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1	Y0T4	under 5 years old	F	Female	2018	1.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	Y0T4	under 5 years old	F	Female	2018	275.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	Y0T4	under 5 years old	_T	Both sexes	2018	617.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	Y0T4	under 5 years old	M	Male	2018	342.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	Y0T4	under 5 years old	F	Female	2018	77.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	Y0T4	under 5 years old	_T	Both sexes	2018	175.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	Y0T4	under 5 years old	M	Male	2018	98.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1	Y0T4	under 5 years old	M	Male	2018	331.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1	Y0T4	under 5 years old	_T	Both sexes	2018	586.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1	Y0T4	under 5 years old	F	Female	2018	255.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	Y0T4	under 5 years old	M	Male	2018	17.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	Y0T4	under 5 years old	F	Female	2018	13.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	Y0T4	under 5 years old	_T	Both sexes	2018	30.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	Y0T4	under 5 years old	F	Female	2018	1.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	Y0T4	under 5 years old	_T	Both sexes	2018	2.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	Y0T4	under 5 years old	M	Male	2018	1.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	Y0T4	under 5 years old	M	Male	2018	213.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	Y0T4	under 5 years old	_T	Both sexes	2018	373.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	Y0T4	under 5 years old	F	Female	2018	160.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1	Y0T4	under 5 years old	M	Male	2018	20381.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1	Y0T4	under 5 years old	_T	Both sexes	2018	37578.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1	Y0T4	under 5 years old	F	Female	2018	17197.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	Y0T4	under 5 years old	M	Male	2018	143.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	Y0T4	under 5 years old	F	Female	2018	114.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	Y0T4	under 5 years old	_T	Both sexes	2018	257.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1	Y0T4	under 5 years old	M	Male	2018	18.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1	Y0T4	under 5 years old	F	Female	2018	16.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1	Y0T4	under 5 years old	_T	Both sexes	2018	34.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	Y0T4	under 5 years old	M	Male	2018	3343.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	Y0T4	under 5 years old	_T	Both sexes	2018	5973.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	Y0T4	under 5 years old	F	Female	2018	2630.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	Y0T4	under 5 years old	F	Female	2018	2060.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	Y0T4	under 5 years old	_T	Both sexes	2018	4765.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	Y0T4	under 5 years old	M	Male	2018	2705.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
SH_DYN_MORTN	Under-five deaths (number)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	Y0T4	under 5 years old	M	Male	2018	904.0					United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E	Estimated data	NUMBER	Number	G	Global			
