series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Migratory status	Reporting Type
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2005.0	0.6	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries']	C	PER_100000_EMP	BOTHSEX	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2006.0	0.72	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries']	C	PER_100000_EMP	BOTHSEX	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2006.0	0.04	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries']	C	PER_100000_EMP	FEMALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2006.0	1.39	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries']	C	PER_100000_EMP	MALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2009.0	0.89	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data']	C	PER_100000_EMP	MALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2009.0	0.05	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data']	C	PER_100000_EMP	FEMALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2009.0	0.49	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data']	C	PER_100000_EMP	BOTHSEX	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2010.0	0.52	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data']	C	PER_100000_EMP	BOTHSEX	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2010.0	0.05	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data']	C	PER_100000_EMP	FEMALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2010.0	0.92	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data']	C	PER_100000_EMP	MALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2011.0	1.22	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data']	C	PER_100000_EMP	MALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2011.0	0.06	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data']	C	PER_100000_EMP	FEMALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2011.0	0.68	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data']	C	PER_100000_EMP	BOTHSEX	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2012.0	0.55	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data']	C	PER_100000_EMP	BOTHSEX	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2012.0	0.06	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data']	C	PER_100000_EMP	FEMALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2012.0	0.97	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data']	C	PER_100000_EMP	MALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2013.0	1.58	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data']	C	PER_100000_EMP	MALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2013.0	0.18	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data']	C	PER_100000_EMP	FEMALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2013.0	0.92	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data']	C	PER_100000_EMP	BOTHSEX	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2014.0	0.81	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data']	C	PER_100000_EMP	BOTHSEX	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2014.0	0.17	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data']	C	PER_100000_EMP	FEMALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2014.0	1.37	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data']	C	PER_100000_EMP	MALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2015.0	1.42	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data']	C	PER_100000_EMP	MALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2015.0	0.16	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data']	C	PER_100000_EMP	FEMALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	826	United Kingdom of Great Britain and Northern Ireland	2015.0	0.83	Float					ILOSTAT - ADM-IR - Labour inspectorate records	['Coverage of occupational injuries: Reported injuries | Repository: ILO calculations based on Eurostat data']	C	PER_100000_EMP	BOTHSEX	_T	G
