series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Location	Sex	Age	Reporting Type
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	10.54583	Float					Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16	['']	C	PERCENT	RURAL	FEMALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	3.80875	Float					Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16	['']	C	PERCENT	RURAL	MALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	3.125	Float					Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16	['']	C	PERCENT	URBAN	MALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	3.80375	Float					Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16	['']	C	PERCENT	RURAL	MALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	3.14458	Float					Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16	['']	C	PERCENT	URBAN	MALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	3.32458	Float					Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16	['']	C	PERCENT	URBAN	MALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	11.18208	Float					Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16	['']	C	PERCENT	URBAN	FEMALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	7.44958	Float					Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16	['']	C	PERCENT	RURAL	FEMALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	2.94583	Float					Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16	['']	C	PERCENT	RURAL	MALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	6.13792	Float					Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16	['']	C	PERCENT	URBAN	FEMALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	2.98417	Float					Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16	['']	C	PERCENT	URBAN	MALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	9.1	Float					Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16	['']	C	PERCENT	URBAN	FEMALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	6.59417	Float					Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16	['']	C	PERCENT	ALLAREA	FEMALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	2.93167	Float					Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16	['']	C	PERCENT	ALLAREA	MALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	9.74083	Float					Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16	['']	C	PERCENT	ALLAREA	FEMALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	3.29417	Float					Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16	['']	C	PERCENT	ALLAREA	MALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	242	Fiji	2016.0	11.01792	Float					Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16	['']	C	PERCENT	ALLAREA	FEMALE	25-44	G
