series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	modeOfTransportation_code	modeOfTransportation_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	MOT_ROA	Road transport	2018	12757243285.044					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	MOT_IWW	Inland waterway transport	2018	4913668176.82167					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	MOT_RAI	Rail transport	2018	0.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	MOT_IWW	Inland waterway transport	2018	0.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	MOT_ROA	Road transport	2018	621980264.38685					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	11	Western Africa	4	202	Sub-Saharan Africa	Region						MOT_AIR	Air transport	2018	36261095.81812					ICAO		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	11	Western Africa	4	202	Sub-Saharan Africa	Region						MOT_RAI	Rail transport	2018	14623007399.703					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	11	Western Africa	4	202	Sub-Saharan Africa	Region						MOT_IWW	Inland waterway transport	2018	9074324292.63886					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	11	Western Africa	4	202	Sub-Saharan Africa	Region						MOT_ROA	Road transport	2018	112880268757.473					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	MOT_AIR	Air transport	2018	1900400.0					ICAO		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	MOT_RAI	Rail transport	2018	52574000000.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	MOT_IWW	Inland waterway transport	2018	37000000.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	MOT_ROA	Road transport	2018	47862700000.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	MOT_AIR	Air transport	2018	676450.0					ICAO		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	MOT_RAI	Rail transport	2018	1452509893.43717					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	MOT_IWW	Inland waterway transport	2018	2333153270.80256					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	MOT_ROA	Road transport	2018	9782434035.08205					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	MOT_AIR	Air transport	2018	28280480.0					ICAO		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	MOT_IWW	Inland waterway transport	2018	0.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	MOT_ROA	Road transport	2018	16984796561.1394					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	MOT_RAI	Rail transport	2018	5572004985.40004					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	MOT_AIR	Air transport	2018	66817.0					ICAO		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	MOT_ROA	Road transport	2018	7119457606.87161					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	MOT_IWW	Inland waterway transport	2018	99957.15643					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	MOT_RAI	Rail transport	2018	1822465883.91243					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	MOT_AIR	Air transport	2018	3434073000.0					ICAO		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	MOT_RAI	Rail transport	2018	445746000000.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	MOT_IWW	Inland waterway transport	2018	28679342071.7946					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	MOT_ROA	Road transport	2018	323473218777.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	127	Southern Asia (excluding India)	1			Group						MOT_AIR	Air transport	2018	1050939930.78936					ICAO		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	127	Southern Asia (excluding India)	1			Group						MOT_RAI	Rail transport	2018	140466727237.701					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	127	Southern Asia (excluding India)	1			Group						MOT_ROA	Road transport	2018	714451239472.024					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	127	Southern Asia (excluding India)	1			Group						MOT_IWW	Inland waterway transport	2018	25592602337.9801					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	13	Central America	4	419	Latin America and the Caribbean	Region						MOT_AIR	Air transport	2018	1164208831.01956					ICAO		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	13	Central America	4	419	Latin America and the Caribbean	Region						MOT_ROA	Road transport	2018	320774583514.762					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	13	Central America	4	419	Latin America and the Caribbean	Region						MOT_RAI	Rail transport	2018	85782904122.7252					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	13	Central America	4	419	Latin America and the Caribbean	Region						MOT_IWW	Inland waterway transport	2018	2772871927.61964					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	MOT_AIR	Air transport	2018	0.0					ICAO		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	MOT_ROA	Road transport	2018	198054030.62531					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	MOT_IWW	Inland waterway transport	2018	0.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	MOT_RAI	Rail transport	2018	0.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	135	Caucasus and Central Asia	1			Group						MOT_AIR	Air transport	2018	203740686.0					ICAO		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	135	Caucasus and Central Asia	1			Group						MOT_IWW	Inland waterway transport	2018	2914159201.60845					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	135	Caucasus and Central Asia	1			Group						MOT_ROA	Road transport	2018	254372773182.126					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	135	Caucasus and Central Asia	1			Group						MOT_RAI	Rail transport	2018	327591193140.158					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	MOT_ROA	Road transport	2018	0.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	MOT_IWW	Inland waterway transport	2018	0.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	MOT_RAI	Rail transport	2018	0.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						MOT_AIR	Air transport	2018	2722921226.136					ICAO		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						MOT_ROA	Road transport	2018	82850889449.8766					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						MOT_RAI	Rail transport	2018	20342869820.8832					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						MOT_IWW	Inland waterway transport	2018	3602811897.59553					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	MOT_RAI	Rail transport	2018	0.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	MOT_IWW	Inland waterway transport	2018	5491982.9468					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	MOT_ROA	Road transport	2018	1138346188.65356					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	142	Asia	2	1	World	Region						MOT_AIR	Air transport	2018	122886558643.511					ICAO		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	142	Asia	2	1	World	Region						MOT_IWW	Inland waterway transport	2018	1595921036154.5					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	142	Asia	2	1	World	Region						MOT_RAI	Rail transport	2018	4038255295566.2					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	142	Asia	2	1	World	Region						MOT_ROA	Road transport	2018	12663727000187.2					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	143	Central Asia	3	142	Asia	Region						MOT_AIR	Air transport	2018	158901186.0					ICAO		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	143	Central Asia	3	142	Asia	Region						MOT_ROA	Road transport	2018	239166857566.805					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	143	Central Asia	3	142	Asia	Region						MOT_IWW	Inland waterway transport	2018	2914159201.60845					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	143	Central Asia	3	142	Asia	Region						MOT_RAI	Rail transport	2018	313032763609.474					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	MOT_AIR	Air transport	2018	436198000.0					ICAO		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	MOT_ROA	Road transport	2018	10009249200.4056					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	MOT_IWW	Inland waterway transport	2018	0.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	MOT_RAI	Rail transport	2018	466669321.13199					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	145	Western Asia	3	142	Asia	Region						MOT_AIR	Air transport	2018	38279373877.1657					ICAO		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	145	Western Asia	3	142	Asia	Region						MOT_IWW	Inland waterway transport	2018	12166700567.5232					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	145	Western Asia	3	142	Asia	Region						MOT_RAI	Rail transport	2018	41221458379.5757					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	145	Western Asia	3	142	Asia	Region						MOT_ROA	Road transport	2018	600174971827.573					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	MOT_RAI	Rail transport	2018	0.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	MOT_IWW	Inland waterway transport	2018	620445165.48814					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	MOT_ROA	Road transport	2018	5941200497.5778					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	15	Northern Africa	3	2	Africa	Region						MOT_AIR	Air transport	2018	576851593.0					ICAO		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	15	Northern Africa	3	2	Africa	Region						MOT_ROA	Road transport	2018	110657082087.536					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	15	Northern Africa	3	2	Africa	Region						MOT_RAI	Rail transport	2018	22764335562.2637					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	15	Northern Africa	3	2	Africa	Region						MOT_IWW	Inland waterway transport	2018	16541998125.1832					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	150	Europe	2	1	World	Region						MOT_AIR	Air transport	2018	47580991664.3766					ICAO		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	150	Europe	2	1	World	Region						MOT_RAI	Rail transport	2018	9001291386616.7					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	150	Europe	2	1	World	Region						MOT_IWW	Inland waterway transport	2018	2026678440538.82					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	150	Europe	2	1	World	Region						MOT_ROA	Road transport	2018	17813702947078.6					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	151	Eastern Europe	3	150	Europe	Region						MOT_AIR	Air transport	2018	7189218990.0					ICAO		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	151	Eastern Europe	3	150	Europe	Region						MOT_IWW	Inland waterway transport	2018	123750904486.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	151	Eastern Europe	3	150	Europe	Region						MOT_RAI	Rail transport	2018	2950589170000.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	151	Eastern Europe	3	150	Europe	Region						MOT_ROA	Road transport	2018	945025344150.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	MOT_AIR	Air transport	2018	1226441989.91					ICAO		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	MOT_RAI	Rail transport	2018	3861920403.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	MOT_IWW	Inland waterway transport	2018	0.0					the International Transport Forum at the OECD (ITF-OECD)		C	Country data	T_KM	Tonne kilometres	G	Global			
