series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	typeOfWasteTreatment_code	typeOfWasteTreatment_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	LANDFIL	Landfilling	2016	5175434.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	RECYCL	Recycling	2016	9843189.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	28	Antigua and Barbuda	5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1	LANDFIL	Landfilling	2015	16.6					UNSTATS / Environment Live 	Hazardous waste gone to landfill is all waste generated from the medical sector so is partly hazardous material but not all hazardous. The specific amount of how much medical waste is hazardous is unknown.	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	LANDFIL	Landfilling	2014	19303.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	INCINRT	Incineration	2014	6148.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	RECYCL	Recycling	2014	89564.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	LANDFIL	Landfilling	2017	175613.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	RECYCL	Recycling	2017	5452.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	INCINRT	Incineration	2017	35772.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	312	Guadeloupe	5	29	Caribbean	Country	-61.64762115	16.14416917	GLP	0	1	LANDFIL	Landfilling	2016	505.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	312	Guadeloupe	5	29	Caribbean	Country	-61.64762115	16.14416917	GLP	0	1	INCINRT	Incineration	2016	322.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	312	Guadeloupe	5	29	Caribbean	Country	-61.64762115	16.14416917	GLP	0	1	RECYCL	Recycling	2016	12994.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	INCINRT	Incineration	2010	1347.0					UNSTATS / Environment Live 	The quantities of hazardous waste incineration obtained from inventories of dioxins furans reports prepared for the corresponding years.	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	RECYCL	Recycling	2017	12363.629883					UNSTATS / Environment Live 	The data corresponds to the recycling of batteries at the national level, taking as reference, the research carried out by the Ministry of Public Finance, as recorded in TECHNICAL NOTE No. DEF-01-2017 of the TAX ASSESSMENT ADDRESS plus imported batteries, sludge hydrocarbons for internal treatment.	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	LANDFIL	Landfilling	2012	4.0					UNSTATS / Environment Live 	These amounts refer only to reports of asbestos sheets.	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	RECYCL	Recycling	2015	12918.0					UNSTATS / Environment Live 	Waste oil recycled at private treatment facilities and waste exported (and recycled abroad).	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	LANDFIL	Landfilling	2015	3094.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	INCINRT	Incineration	2015	8266.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	INCINRT	Incineration	2016	74222.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	LANDFIL	Landfilling	2016	69187.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	RECYCL	Recycling	2016	173375.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	LANDFIL	Landfilling	2016	26531.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	INCINRT	Incineration	2016	1352.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	RECYCL	Recycling	2016	17611.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	RECYCL	Recycling	2017	1000535.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	LANDFIL	Landfilling	2017	2563267.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	INCINRT	Incineration	2017	279482.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1	LANDFIL	Landfilling	2015	16645.0					UNSTATS / Environment Live 	Calculation of the indicators of the environmental survey in Iraq (water _ sewage _ municipal services) for the year 2016, the amount represents the sum of the collection of hazardous waste, which is disposed of by (dumping in the sites designated for sanitary landfill).	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1	INCINRT	Incineration	2015	1049.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	LANDFIL	Landfilling	2016	18304.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	INCINRT	Incineration	2016	7488.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	RECYCL	Recycling	2016	2739.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	LANDFIL	Landfilling	2016	1289000.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	INCINRT	Incineration	2016	374739.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	RECYCL	Recycling	2016	1861771.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1	RECYCL	Recycling	2017	190401152.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1	LANDFIL	Landfilling	2017	454871.75					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1	INCINRT	Incineration	2017	384536.875					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1	INCINRT	Incineration	2014	71327.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1	LANDFIL	Landfilling	2016	66429.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1	RECYCL	Recycling	2016	161018.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1	LANDFIL	Landfilling	2014	495.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1	INCINRT	Incineration	2011	10.1					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1	RECYCL	Recycling	2014	4910.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1	LANDFIL	Landfilling	2017	5.6					UNSTATS / Environment Live 	Source: Census of Industrial Production, 2017.	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1	INCINRT	Incineration	2017	8156.200195					UNSTATS / Environment Live 	Source: Census of Industrial Production, 2017.	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	414	Kuwait	4	145	Western Asia	Country	47.49305029	29.53949468	KWT	1	1	RECYCL	Recycling	2005	20000.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	414	Kuwait	4	145	Western Asia	Country	47.49305029	29.53949468	KWT	1	1	INCINRT	Incineration	2017	4955.0					UNSTATS / Environment Live 	Represents hazardous medical waste incinerated.	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1	RECYCL	Recycling	2017	18566.408203					UNSTATS / Environment Live 	Production and consumption waste.	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1	INCINRT	Incineration	2017	5067700.5					UNSTATS / Environment Live 	Production and consumption waste.	C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	LANDFIL	Landfilling	2016	1610.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	INCINRT	Incineration	2016	9.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	RECYCL	Recycling	2016	15646.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	INCINRT	Incineration	2016	617.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	LANDFIL	Landfilling	2016	10441.0					UNSTATS / Environment Live 		C	Country data	TONNES	Tonnes	G	Global			
