series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Age	Location	Sex	Reporting Type
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	2.59625	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	25-44	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	1.09542	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	55-64	RURAL	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	6.7625	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	25-44	URBAN	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	0.41875	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	55-64	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	0.58167	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	65+	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	0.58167	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	65+	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	1.16333	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	45-54	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	1.7025	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	45-54	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	0.95417	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	55-64	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	1.28917	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	45-54	RURAL	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	0.77958	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	45-54	RURAL	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	7.0825	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	25-44	RURAL	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	1.15625	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	10+	RURAL	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	0.61667	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	15-24	RURAL	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	3.08167	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	15+	RURAL	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	1.23292	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	15+	RURAL	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	1.84	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	15-24	RURAL	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	40	Austria	2009.0	2.41833	Float					Statistics Austria based on Time Use Survey 2008/09	['']	C	PERCENT	25-44	RURAL	MALE	G
