series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Reporting Type	Disability status
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2011.0	8.86	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2011.0	5.99	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2013.0	6.47	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2013.0	7.5	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2013.0	7.07	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2013.0	5.94	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2013.0	6.49	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2013.0	5.72	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2013.0	4.94	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2013.0	5.75	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2013.0	7.49	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2015.0	6.78	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2015.0	7.04	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2015.0	6.77	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2015.0	6.23	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2015.0	6.54	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2015.0	7.5	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2015.0	7.62	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2015.0	7.49	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2015.0	6.22	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2017.0	7.12	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2017.0	6.76	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2017.0	7.15	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2017.0	6.59	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2017.0	6.76	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2017.0	6.58	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2017.0	7.81	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2017.0	6.77	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	2017.0	7.9	Float					HS - National Survey on Socio-Economic Conditions	['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	PWD
