series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Reporting Type	Sampling Stations
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	2016.0	8.07476	Float		8.0970	8.0530		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: NRSNSI | LATITUDE: -27.34 | LONGITUDE: 153.56']	C	PH	G	NRSNSI
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	2016.0	8.06260	Float		8.0790	8.0400		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: NRSKAI | LATITUDE: -35.839 | LONGITUDE: 136.445']	C	PH	G	NRSKAI
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	2016.0	8.08594	Float		8.1270	8.0460		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: NRSMAI | LATITUDE: -42.599 | LONGITUDE: 148.233']	C	PH	G	NRSMAI
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	2016.0	8.09317	Float		8.1040	8.0750		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: NRSPHB | LATITUDE: -34.13 | LONGITUDE: 151.21']	C	PH	G	NRSPHB
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	2017.0	8.07957	Float		8.0930	8.0610		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: NRSMAI | LATITUDE: -42.6 | LONGITUDE: 148.25']	C	PH	G	NRSMAI
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	2017.0	8.06050	Float		8.0800	8.0360		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: NRSKAI | LATITUDE: -35.838 | LONGITUDE: 136.444']	C	PH	G	NRSKAI
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	2017.0	7.98106	Float		8.0120	7.9350		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: NRSDAR | LATITUDE: -12.381 | LONGITUDE: 130.756']	C	PH	G	NRSDAR
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	2017.0	8.07553	Float		8.1020	8.0350		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: NRSNSI | LATITUDE: -27.35 | LONGITUDE: 153.56']	C	PH	G	NRSNSI
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	2017.0	8.07320	Float		8.0990	8.0510		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: NRSROT | LATITUDE: -31.9999166666667 | LONGITUDE: 115.4156']	C	PH	G	NRSROT
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	2017.0	8.07675	Float		8.1030	8.0520		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: NRSPHB | LATITUDE: -34.12 | LONGITUDE: 151.22']	C	PH	G	NRSPHB
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	2017.0	8.04900	Float		8.0860	8.0010		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: NRSYON | LATITUDE: -19.3085 | LONGITUDE: 147.6184']	C	PH	G	NRSYON
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	2018.0	8.08318	Float		8.1120	8.0460		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: NRSROT | LATITUDE: -31.9998333333333 | LONGITUDE: 115.4155']	C	PH	G	NRSROT
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	2018.0	8.08520	Float		8.1330	8.0690		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: NRSMAI | LATITUDE: -42.6 | LONGITUDE: 148.25']	C	PH	G	NRSMAI
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	2018.0	8.06233	Float		8.0900	8.0470		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: NRSKAI | LATITUDE: -35.835 | LONGITUDE: 136.453']	C	PH	G	NRSKAI
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	2018.0	8.07700	Float		8.1160	8.0520		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: NRSPHB | LATITUDE: -34.11 | LONGITUDE: 151.22']	C	PH	G	NRSPHB
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	2018.0	8.06046	Float		8.0870	8.0240		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: NRSYON | LATITUDE: -19.3085 | LONGITUDE: 147.6184']	C	PH	G	NRSYON
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	2018.0	8.08285	Float		8.1170	8.0530		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: NRSNSI | LATITUDE: -27.35 | LONGITUDE: 153.56']	C	PH	G	NRSNSI
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	2018.0	7.98194	Float		8.0220	7.9150		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: NRSDAR | LATITUDE: -12.227 | LONGITUDE: 130.842']	C	PH	G	NRSDAR
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	2019.0	8.09050	Float		8.0910	8.0900		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: NRSNSI | LATITUDE: -27.345 | LONGITUDE: 153.562']	C	PH	G	NRSNSI
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	2019.0	8.08400	Float		8.0890	8.0800		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: NRSMAI | LATITUDE: -42.6 | LONGITUDE: 148.25']	C	PH	G	NRSMAI
ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	36	Australia	2019.0	8.07140	Float		8.0830	8.0550		Intergovernmental Oceanographic Commission (IOC) of UNESCO	['Mooring Name: NRSROT | LATITUDE: -31.9998333333333 | LONGITUDE: 115.4155']	C	PH	G	NRSROT
