goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,timeCoverage,geoInfoUrl,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),152,Chile,5,5,South America,Country,-71.23029019,-35.2652885,CHL,1,1,,,"[2014, 2015, 2016, 2017, 2018]",2014,2018,5,PT,Percentage,G,Global,,,,,,,,50.0,90.0,95.0,95.0,95.0,95.0,,,[2014]: ITU estimate,[2014-2015]: ITU estimate // [2016-2018]: SubsecretarĂ­a de Telecomunicaciones,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),156,China,4,30,Eastern Asia,Country,104.1403375,32.30955217,CHN,1,1,,,"[2014, 2015, 2016, 2017, 2018]",2014,2018,5,PT,Percentage,G,Global,,,,,,,,43.59,95.0,98.0,98.0,99.4,99.4,,,,[2014-2015]: Ministry of Industry and Information Technology // [2016-2018]: MIIT,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),158,Other non-specified areas,4,30,Eastern Asia,Country,,,,,,,,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2007,2018,12,PT,Percentage,G,Global,76.0,85.0,90.0,93.0,96.0,98.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,National Communications Commission,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),16,American Samoa,4,61,Polynesia,Country,-170.7187269,-14.30587306,ASM,0,1,,,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,,,,,,92.67,,,92.67,,,,ITU estimate.,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),17,Middle Africa,4,202,Sub-Saharan Africa,Region,,,,,,,,"[2014, 2015, 2016, 2017, 2018]",2014,2018,5,PT,Percentage,G,Global,,,,,,,,26.66904,35.3646,36.95125,53.16,60.3026,60.3026,,,,"Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),170,Colombia,5,5,South America,Country,-73.07446751,3.888209046,COL,1,1,,,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",2012,2018,7,PT,Percentage,G,Global,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,"[2012]: Source: Agencia Nacional del Espectro. ANE // [2013-2014]: Source: Agencia Nacional del Espectro. ANE. // [2015]: Source: Sistema de InformaciĂłn Integral - Colombia TIC. // [2016]: Source: Colombia TIC. // [2017-2018]: Source: Colombia TIC, Se infiere toda la poblaciĂłn de los municipios a las cabeceras municipales de acuerdo a la desagraciacion poblacional provista por la Entidad EstadĂ­stica Nacional",Ministerio de TecnologĂ­as de la InformaciĂłn y las Comunicaciones,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),174,Comoros,5,14,Eastern Africa,Country,43.34234565,-11.66121732,COM,1,1,,,"[2015, 2016, 2017, 2018]",2015,2018,4,PT,Percentage,G,Global,,,,,,,,,72.96,76.8,89.83,89.83,89.83,,,,[2015]: ITU estimate. // [2016-2018]: ANRTIC,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),175,Mayotte,5,14,Eastern Africa,Country,45.14015057,-12.82217691,MYT,0,1,,,"[2012, 2013, 2014, 2015, 2016]",2012,2016,5,PT,Percentage,G,Global,,,,,,18.2,27.14,37.65,49.99,66.39,,,66.39,,,,ITU estimate.,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),178,Congo,5,11,Western Africa,Country,15.22052612,-0.840544119,COG,1,1,,,"[2012, 2013, 2014, 2015, 2016]",2012,2016,5,PT,Percentage,G,Global,,,,,,21.96,31.72,50.0,50.0,64.5,,,64.5,,,[2014-2015]: ITU estimate,[2012-2013]: ITU estimate. // [2014-2015]: ITU estimate // [2016]: ARPCE,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),18,Southern Africa,4,202,Sub-Saharan Africa,Region,,,,,,,,"[2014, 2015, 2016, 2017, 2018]",2014,2018,5,PT,Percentage,G,Global,,,,,,,,90.89637,94.26896,94.46333,95.48804,96.7905,96.7905,,,,"Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),180,Democratic Republic of the Congo,5,17,Middle Africa,Country,23.65496507,-2.877154732,COD,1,1,,,"[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2009,2018,10,PT,Percentage,G,Global,,,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,40.0,50.0,50.0,,,,AutoritĂŠ de RĂŠgulation de la Poste et des TĂŠlĂŠcommunications,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),184,Cook Islands,4,61,Polynesia,Country,-159.7711391,-21.22696458,COK,0,1,,,"[2014, 2015, 2016, 2017]",2014,2017,4,PT,Percentage,G,Global,,,,,,,,20.24,29.74,40.08,55.0,,55.0,,,,[2014-2016]: ITU estimate. // [2017]: Telecom Cook Islands Ltd.,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),188,Costa Rica,5,13,Central America,Country,-84.19712782,9.970998683,CRI,1,1,,,"[2009, 2012, 2013, 2015, 2016, 2017, 2018]",2009,2018,7,PT,Percentage,G,Global,,,44.85,,,43.03,57.14,,93.4,97.1,97.3,97.31,97.31,,,[2015-2018]: Estimated based on districts covered.,[2009]: ICE-Telecomunicaciones // [2012-2013]: ITU estimate. // [2015-2018]: Superintendencia de Telecomunicaciones,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),191,Croatia,4,39,Southern Europe,Country,17.95874553,45.45172212,HRV,1,1,,,"[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2009,2018,10,PT,Percentage,G,Global,,,75.5,78.8,81.0,93.74,98.6,98.95,99.06,99.14,99.34,99.4,99.4,,,[2018]: maximal coverage reported by operators,"[2009]: Croatian Post and Electronic Communications Agency, HAKOM // [2010-2012]: Croatian Post and Electronic Communications Agency (HAKOM) // [2013-2015]: Croatian Regulatory Authority for Network Industries // [2016-2018]: HAKOM",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),192,Cuba,5,29,Caribbean,Country,-79.54460144,22.10030366,CUB,1,1,,,"[2013, 2014, 2015, 2016, 2017, 2018]",2013,2018,6,PT,Percentage,G,Global,,,,,,,0.0,0.0,0.0,0.0,47.0,67.0,67.0,,,[2013]: 3G not available.,Ministerio de Comunicaciones,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),196,Cyprus,4,145,Western Asia,Country,33.22285964,35.05659437,CYP,1,1,,,"[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2009,2018,10,PT,Percentage,G,Global,,,85.0,85.0,85.3,85.3,90.0,90.01,90.01,99.97,99.97,99.97,99.97,,,[2009-2010]: Based on the the provider with the highest figure of population coverage. Only 3 G networks currently exist in Cyprus // [2011]: Based on the the provider with the highest figure of population coverage.,[2009-2015]: Office of the Commissioner for Electronic Communications and Postal Regulation // [2016-2018]: Office of the Commissioner for Electronic Communications and Postal Regulation,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),199,Least Developed Countries (LDC),1,,,Group,,,,,,,,"[2014, 2015, 2016, 2017, 2018]",2014,2018,5,PT,Percentage,G,Global,,,,,,,,43.63737,53.26469,61.90034,67.53099,71.7542,71.7542,,,,"Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),20,Andorra,4,39,Southern Europe,Country,1.576257417,42.54548611,AND,1,1,,,"[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2009,2018,10,PT,Percentage,G,Global,,,95.3,95.3,95.3,95.3,95.3,95.3,97.0,97.0,98.0,98.0,98.0,,,,[2009]: Andorra Telecom // [2010-2013]: Servei de Telecomunicacions d'Andorra // [2014-2018]: Andorra Telecom SAU,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),202,Sub-Saharan Africa,3,2,Africa,Region,,,,,,,,"[2014, 2015, 2016, 2017, 2018]",2014,2018,5,PT,Percentage,G,Global,,,,,,,,42.02964,51.00857,58.79209,64.1954,71.757,71.757,,,,"Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)",,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),203,Czechia,4,151,Eastern Europe,Country,15.33151382,49.73913871,CZE,1,1,,,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2008,2018,11,PT,Percentage,G,Global,,84.0,90.4,90.4,87.0,90.1,90.3,98.4,99.0,99.7,99.8,99.8,99.8,,,"[2008]: CDMA MobilKom Network coverage // [2009-2010]: TelefĂłnica O2 Czech Rep CDMA network coverage // [2014]: UMTS/LTE, at least 1 operator. // [2015]: Coverage at least of one operator by UMTS or LTE to the date 31. 12. // [2016]: Coverage at least of one operator only by UMTS (2100 MHz) or LTE (800, 900, 1800, 2100, 2600 MHz). // [2017]: 3G/LTE, at least one operator. // [2018]: 3G/4G, at least one operator.",Czech Telecommunication Office,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),204,Benin,5,11,Western Africa,Country,2.339933594,9.65401646,BEN,1,1,,,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2007,2018,12,PT,Percentage,G,Global,0.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,45.0,45.0,65.0,80.0,80.0,,,,[2007-2010]: AutoritĂŠ Transitoire de RĂŠgulation des Postes et TĂŠlĂŠcommunications // [2011-2012]: AutoritĂŠ transitoire de rĂŠgulation des postes et tĂŠlĂŠcommunications du BĂŠnin // [2013-2015]: AutoritĂŠ de RĂŠgulation des Communications Electroniques et de la Poste (ARCEP- BĂŠnin) // [2016-2018]: ARCEP BENIN,,_X: Data nature not available
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,C090c01,9.c.1,"Proportion of population covered by a mobile network, by technology",2020.Q1.G.02,"['means of implementation', 'information and communication technology (ict)', 'physical infrastructure', 'mobile telecommunication services', 'information socierty']",IT_MOB_3GNTWK,Proportion of population covered by at least a 3G mobile network (%),208,Denmark,4,154,Northern Europe,Country,9.326571283,56.03829721,DNK,1,1,,,"[2008, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2008,2018,8,PT,Percentage,G,Global,,97.0,,,,70.1,73.6,99.5,99.99,100.0,100.0,100.0,100.0,,,"[2014,2016-2017]: Incl. LTE.",[2008]: OECD. // [2012-2013]: Danish Business Authority // [2014-2015]: Danish Energy Agency // [2016-2018]: Center for Tele,,_X: Data nature not available
