series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	observationStatus_code	observationStatus_desc	age_code	age_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			A	Normal value	Y_GE15	15 years old and over	2018	20.7434747466077					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1			A	Normal value	Y_GE15	15 years old and over	2018	2.11431210182419					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			A	Normal value	Y_GE15	15 years old and over	2018	24.2957368774752					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1			A	Normal value	Y_GE15	15 years old and over	2018	51.7956011519342					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			A	Normal value	Y_GE15	15 years old and over	2018	60.6034655566118					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1			A	Normal value	Y_GE15	15 years old and over	2018	86.0815940617812					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			A	Normal value	Y_GE15	15 years old and over	2018	21.6351710718563					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			A	Normal value	Y_GE15	15 years old and over	2018	146.116748123494					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1			A	Normal value	Y_GE15	15 years old and over	2018	54.3760931196482					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1			A	Normal value	Y_GE15	15 years old and over	2018	88.6475200109657					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1			A	Normal value	Y_GE15	15 years old and over	2018	3.82597134381247					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			A	Normal value	Y_GE15	15 years old and over	2018	79.0133761728794					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1			A	Normal value	Y_GE15	15 years old and over	2018	128.362166535972					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			A	Normal value	Y_GE15	15 years old and over	2018	91.0296745321603					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			A	Normal value	Y_GE15	15 years old and over	2018	6.89752158446788					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1			A	Normal value	Y_GE15	15 years old and over	2018	34.3190527941429					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1			A	Normal value	Y_GE15	15 years old and over	2018	127.383707676928					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1			A	Normal value	Y_GE15	15 years old and over	2018	84.2606375708829					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1			A	Normal value	Y_GE15	15 years old and over	2018	1.61193188855075					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1			A	Normal value	Y_GE15	15 years old and over	2018	169.280457161427					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1			A	Normal value	Y_GE15	15 years old and over	2018	29.4354593566114					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1			A	Normal value	Y_GE15	15 years old and over	2018	9.1541367602182					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1			A	Normal value	Y_GE15	15 years old and over	2017	272.040425674793					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	412	Kosovo	4	151	Eastern Europe	Country								A	Normal value	Y_GE15	15 years old and over	2018	35.3153092910608					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	414	Kuwait	4	145	Western Asia	Country	47.49305029	29.53949468	KWT	1	1			A	Normal value	Y_GE15	15 years old and over	2018	73.2553565283985					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1			A	Normal value	Y_GE15	15 years old and over	2018	37.049935730181					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	418	Lao People's Democratic Republic	4	35	South-Eastern Asia	Country	101.9901968	20.27482773	LAO	1	1			A	Normal value	Y_GE15	15 years old and over	2018	25.7397336809563					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	419	Latin America and the Caribbean	3	19	Americas	Region								A	Normal value	Y_GE15	15 years old and over	2018	72.205879					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1			A	Normal value	Y_GE15	15 years old and over	2018	39.4733800652318					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	426	Lesotho	5	18	Southern Africa	Country	28.25362195	-29.58041814	LSO	1	1			A	Normal value	Y_GE15	15 years old and over	2018	14.3821187963013					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1			A	Normal value	Y_GE15	15 years old and over	2018	61.3577676894815					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	430	Liberia	5	11	Western Africa	Country	-9.311879038	6.448381009	LBR	1	1			A	Normal value	Y_GE15	15 years old and over	2018	2.71396915168726					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	432	Landlocked developing countries (LLDCs)	1			Group								A	Normal value	Y_GE15	15 years old and over	2018	14.829978					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	434	Libya	4	15	Northern Africa	Country	18.0295985	27.04042819	LBY	1	1			A	Normal value	Y_GE15	15 years old and over	2018	3.59287841365227					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	44	Bahamas	5	29	Caribbean	Country	-78.05111663	24.69546597	BHS	1	1			A	Normal value	Y_GE15	15 years old and over	2018	127.789541998267					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1			A	Normal value	Y_GE15	15 years old and over	2018	47.1280328405316					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	442	Luxembourg	4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1			A	Normal value	Y_GE15	15 years old and over	2018	116.582033847911					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	446	China, Macao Special Administrative Region	4	30	Eastern Asia	Country	113.5665388	22.1237259	MAC	0	1			A	Normal value	Y_GE15	15 years old and over	2018	324.17050488456					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	450	Madagascar	5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1			A	Normal value	Y_GE15	15 years old and over	2018	2.93929854346205					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	454	Malawi	5	14	Eastern Africa	Country	33.4884625	-13.40819859	MWI	1	1			A	Normal value	Y_GE15	15 years old and over	2015	5.20925206668104					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1			A	Normal value	Y_GE15	15 years old and over	2018	46.600510105951					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	462	Maldives	4	34	Southern Asia	Country	73.09672546	-0.614385021	MDV	1	1			A	Normal value	Y_GE15	15 years old and over	2018	31.8120225161124					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1			A	Normal value	Y_GE15	15 years old and over	2018	4.71646689464922					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	470	Malta	4	39	Southern Europe	Country	14.44617519	35.89194275	MLT	1	1			A	Normal value	Y_GE15	15 years old and over	2018	52.593866783113					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	478	Mauritania	5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1			A	Normal value	Y_GE15	15 years old and over	2018	10.4611668976841					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			A	Normal value	Y_GE15	15 years old and over	2018	43.1664774327771					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			A	Normal value	Y_GE15	15 years old and over	2018	58.8205513745304					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			A	Normal value	Y_GE15	15 years old and over	2018	106.882498602776					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1			A	Normal value	Y_GE15	15 years old and over	2018	38.1430821420324					IMF		_X	Data nature not available	NUMBER	Number	G	Global			
