series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	levelStatus_code	levelStatus_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			ABT2_NONTLT	No national target reflecting ABT 2	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			ABT2_NOPROG	National target reflecting ABT2  exists, but no progress	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	13	Central America	4	419	Latin America and the Caribbean	Region								ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	5.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	13	Central America	4	419	Latin America and the Caribbean	Region								ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								ABT2_NONTLT	No national target reflecting ABT 2	2020	2.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	2.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	5.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								ABT2_EXCEED	National target reflecting ABT2  exists and progress is on track to exceed it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	142	Asia	2	1	World	Region								ABT2_NONTLT	No national target reflecting ABT 2	2020	4.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	142	Asia	2	1	World	Region								ABT2_NOPROG	National target reflecting ABT2  exists, but no progress	2020	2.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	142	Asia	2	1	World	Region								ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	13.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	142	Asia	2	1	World	Region								ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	11.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	143	Central Asia	3	142	Asia	Region								ABT2_NONTLT	No national target reflecting ABT 2	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	143	Central Asia	3	142	Asia	Region								ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	3.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	145	Western Asia	3	142	Asia	Region								ABT2_NONTLT	No national target reflecting ABT 2	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	145	Western Asia	3	142	Asia	Region								ABT2_NOPROG	National target reflecting ABT2  exists, but no progress	2020	2.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	145	Western Asia	3	142	Asia	Region								ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	2.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	145	Western Asia	3	142	Asia	Region								ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	3.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	15	Northern Africa	3	2	Africa	Region								ABT2_NOPROG	National target reflecting ABT2  exists, but no progress	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	15	Northern Africa	3	2	Africa	Region								ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	15	Northern Africa	3	2	Africa	Region								ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	3.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	150	Europe	2	1	World	Region								ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	11.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	150	Europe	2	1	World	Region								ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	7.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	150	Europe	2	1	World	Region								ABT2_DIGRESS	National target reflecting ABT2 exists, but moving away from it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	150	Europe	2	1	World	Region								ABT2_NOPROG	National target reflecting ABT2  exists, but no progress	2020	2.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	150	Europe	2	1	World	Region								ABT2_NONTLT	No national target reflecting ABT 2	2020	6.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	151	Eastern Europe	3	150	Europe	Region								ABT2_NONTLT	No national target reflecting ABT 2	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	151	Eastern Europe	3	150	Europe	Region								ABT2_NOPROG	National target reflecting ABT2  exists, but no progress	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	151	Eastern Europe	3	150	Europe	Region								ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	151	Eastern Europe	3	150	Europe	Region								ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	2.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			ABT2_NOPROG	National target reflecting ABT2  exists, but no progress	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	154	Northern Europe	3	150	Europe	Region								ABT2_NONTLT	No national target reflecting ABT 2	2020	2.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	154	Northern Europe	3	150	Europe	Region								ABT2_DIGRESS	National target reflecting ABT2 exists, but moving away from it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	154	Northern Europe	3	150	Europe	Region								ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	154	Northern Europe	3	150	Europe	Region								ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	2.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	155	Western Europe	3	150	Europe	Region								ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	5.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	155	Western Europe	3	150	Europe	Region								ABT2_NONTLT	No national target reflecting ABT 2	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	17	Middle Africa	4	202	Sub-Saharan Africa	Region								ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	6.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	17	Middle Africa	4	202	Sub-Saharan Africa	Region								ABT2_NONTLT	No national target reflecting ABT 2	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			ABT2_NONTLT	No national target reflecting ABT 2	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	18	Southern Africa	4	202	Sub-Saharan Africa	Region								ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	2.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	18	Southern Africa	4	202	Sub-Saharan Africa	Region								ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	3.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	19	Americas	2	1	World	Region								ABT2_EXCEED	National target reflecting ABT2  exists and progress is on track to exceed it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	19	Americas	2	1	World	Region								ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	7.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	19	Americas	2	1	World	Region								ABT2_NONTLT	No national target reflecting ABT 2	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	19	Americas	2	1	World	Region								ABT2_NOPROG	National target reflecting ABT2  exists, but no progress	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	19	Americas	2	1	World	Region								ABT2_INSUFNT	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	2020	15.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			ABT2_ACHIEVE	National target reflecting ABT2 exists and progress is on track to achieve it	2020	1.0					Environment Live / CHM		C	Country data	NUMBER	Number	G	Global			
